branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_id,provider,provider_label,symbol,direction,unit_label,status,trade_count,win_rate_pct,total_profit_pct,sharpe,material_path,strategy_path,rank_artifact,evidence_layer,failure_reason,pre_bayes_filter_state,bbn_posterior,catboost_path_ranker_label,execution_tree_decision,outcome,quality_weight,allowed_feedback_targets,pre_bayes_filter_allowed,bbn_learning_allowed,catboost_learning_allowed,execution_tree_branch_weight_update_allowed,promotion_allowed,trade_usable
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG session_fvg_continuation_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG session_fvg_continuation_v1 - IBKR SPY 1h,completed,142,27.4648,-3.56,-1.4057,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG session_fvg_continuation_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG session_fvg_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,session_fvg_continuation_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG session_fvg_continuation_v1 - yfinance/YF SPY 1h,completed,135,29.6296,-10.54,-0.6243,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_fvg_continuation_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG session_ob_continuation_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionObContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG session_ob_continuation_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionObContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG session_ob_continuation_v1 - IBKR SPY 1h,completed,91,31.8681,-3.09,-0.9755,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionObContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG session_ob_continuation_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionObContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG session_ob_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionObContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,session_ob_continuation_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG session_ob_continuation_v1 - yfinance/YF SPY 1h,completed,49,32.6531,-2.11,-0.1278,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-session_ob_continuation_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SessionObContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SmtConfirmedObFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SmtConfirmedObFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - IBKR SPY 1h,completed,70,30.0,2.48,3.6272,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SmtConfirmedObFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SmtConfirmedObFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SmtConfirmedObFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
CrossMarketConfirmation -> SMTConfirmedContinuation -> fvg_or_order_block_retest -> smt_confirmed_ob_fvg_continuation_v1,CrossMarketConfirmation,SMTConfirmedContinuation,fvg_or_order_block_retest,smt_confirmed_ob_fvg_continuation_v1,smt_confirmed_ob_fvg_continuation_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG smt_confirmed_ob_fvg_continuation_v1 - yfinance/YF SPY 1h,completed,73,28.7671,-9.15,-0.5342,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-smt_confirmed_ob_fvg_continuation_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/SmtConfirmedObFvgContinuationV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
