event_id,instrument_or_asset,venue_or_chain,event_start,event_end,is_manipulation_positive,manipulation_type,negative_control_type,source_id,source_url_or_private_ref
EtherDelta:0x48332867933b2d06e1fe38923f8501dcf3b2d3c6e21d012b562a510a5417a5e9,0xac709fcb44a43c35f0da4e3163b117a17f3770f5/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-09T23:56:45Z,2017-02-09T23:56:46Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x63d75a6c6f94a7f242dcedfea5e52f5f1171bc34f4b5bf4ba880c351708c2287,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-11T22:31:15Z,2017-04-11T22:31:16Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa16088ba6090f8c69a0d57cad43393896e741ab19642bce9f28b4266e44a9978,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-11T22:31:15Z,2017-04-11T22:31:16Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x7be32990ae237aac91527e8efc0b70140e78227eda44207a9a6909f1bee455c0,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-11T22:31:33Z,2017-04-11T22:31:34Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x806a5452967d5820d835ebb7e6706e17425c3d8d3708a862907d26a22eb8cdbd,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-11T22:31:33Z,2017-04-11T22:31:34Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x24db33fd457390c562dbe46a81fab740341d0b66bb402fd23139d56f42d396ef,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-11T22:32:13Z,2017-04-11T22:32:14Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa284adcc1ff13ab1c4952ccd6fceb3de184003eb234d6e2a1d2c3b2f65619b7a,0xb9e7f8568e08d5659f5d29c4997173d84cdf2607/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-12T07:39:21Z,2017-04-12T07:39:22Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x3abf1240c0d2e4b4e0a1573e71e384148a586f07091969c468b80304298648e3,0xb9e7f8568e08d5659f5d29c4997173d84cdf2607/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-12T07:59:41Z,2017-04-12T07:59:42Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x7ea7ecc6a879037fe25ba07787dd246adc454c7a7f50e2cc239270541ec8a5d0,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-12T14:20:17Z,2017-04-12T14:20:18Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xb2ee64674ed6acd31ee06dae6e69db0e2257b65b9062c2610af34f77032ca284,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-12T20:07:51Z,2017-04-12T20:07:52Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x50c09a69b3caa6e2d9aa0751661fe03f4177c2a222841d07d49fb9fe54aa823a,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-12T20:12:37Z,2017-04-12T20:12:38Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa359bb8815ac40ade55b51ec55c73841b91adaaf5005de557b22b6a1905e6715,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-12T20:12:37Z,2017-04-12T20:12:38Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa7649e358eb2e41f42b5b017024b381eb4f7e70acde3b974ee03b77a733a860f,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-12T20:49:55Z,2017-04-12T20:49:56Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x26c4445c6b724b3ce19f9b1bf6b01506b6e2988cd9bf818d01c612c687ff16bd,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T06:20:13Z,2017-04-13T06:20:14Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x3c5565c3217ad934034718fca4b5c44ca4736ab7eff3cc5cd5cc56d5c1610d0d,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T06:20:51Z,2017-04-13T06:20:52Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xad38e03f8b8413e470486b4c92738b592edccbdff753f7ecd15af83a35a87ade,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-13T06:22:41Z,2017-04-13T06:22:42Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x623b6de62a239e8390604f04b6248ca508bc0e9c9e8f34aecf41a502b4ea7d97,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T06:23:09Z,2017-04-13T06:23:10Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xb8974e41c44408d936d7c9d504f9c7f53dac799939903c579498641e18fc1319,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T06:23:57Z,2017-04-13T06:23:58Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xe8c5b9107a1790005b4557187bf7e5477f13e103a5b6854be10e56e548ae669a,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T06:56:03Z,2017-04-13T06:56:04Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xede3e635ca3b39cb677ea4732a905f76fd638c8b077c9e65e2fa25b658469607,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T07:35:43Z,2017-04-13T07:35:44Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x8689a7e69b6f34ceb4b5b341e5924bf156d99ea442d587934c29377f4c519731,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T19:22:54Z,2017-04-13T19:22:55Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x0a7276fe91a87dcf772a2276f5e3c568ddc60dac0978c5981f72d17068029234,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-13T19:24:21Z,2017-04-13T19:24:22Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x865ffd9b4cffdc0d6d92ba09b0a73d70ac1e03d09a9878c6ccf798a4341741e8,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-14T05:50:16Z,2017-04-14T05:50:17Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xd3200f457cae0ca6ec892b82df6edb93833091ad14beff812706d52c15c51c75,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-14T05:50:16Z,2017-04-14T05:50:17Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x25702869a41b469f4310b74e00498041eb6d1a56acece3189735457ad3d434c7,0xb802b24e0637c2b87d2e8b7784c055bbe921011a/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-04-14T05:51:55Z,2017-04-14T05:51:56Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xdba104eeaec9738de33dba42fcc6674f372820ed8cfc70033b0ffaad277ca813,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T05:52:33Z,2017-04-14T05:52:34Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa5d35aba6ef313911d43820f1082a5659c2cfd9534db2ccba90b9252203e8d53,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T09:05:36Z,2017-04-14T09:05:37Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xea2ea5257ae3b356b6161183f6952e00293d27811965516e5179c1b829409a38,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T16:23:54Z,2017-04-14T16:23:55Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x6ccc6fddcf9f55e9b99fc760b052e7db6276bed837d61146fddda93c2d112623,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T16:33:18Z,2017-04-14T16:33:19Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xc66211d948e4a202bf059347c5ffb011e2c039bbdca601b4c7a0b3cc4940ec45,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T16:34:22Z,2017-04-14T16:34:23Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x145454a2be45eb39a100b398650fb808ea4eb16a64bf4fc320b1f48af6eaac2e,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T16:39:26Z,2017-04-14T16:39:27Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xbd94b0bc68992dd89863fc42c5ea02d2fa3630897caa5d2de1e14dbc13cea224,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T16:39:48Z,2017-04-14T16:39:49Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xc7694d8de55967a5ed234e163fa98b414bcb12120d2219d3094283c9b125623f,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-14T20:47:17Z,2017-04-14T20:47:18Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x2d481fd07f46ff6bde3b36d1df892e01de7a35117a764e35f0fe0e4425ad23fd,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-15T05:38:34Z,2017-04-15T05:38:35Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xd62fc3468fc67d9731fa3b99130a77773d5d31c1c65895d1652d8caa7188c153,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-15T05:40:54Z,2017-04-15T05:40:55Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xedfa64735a384916492ccdd100b6c9cffb7137004eec5e02941c4dc8fc0a5933,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-15T05:40:54Z,2017-04-15T05:40:55Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x44b2af82bd00cbbbacb774ba8294403a0de4f4c8fda8ec9df1ca9a39e405ecd1,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-15T05:42:56Z,2017-04-15T05:42:57Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xb203d0845d90359a9011706ca9abb922ad4127c6b9ca2e1a901556162b661860,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-15T09:40:26Z,2017-04-15T09:40:27Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x83f19f86ea6ecb4deecfa35e49dd87d21d51bc72ca87d40bb3ff62c41826905a,0x0000000000000000000000000000000000000000/0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,EtherDelta/Ethereum,2017-04-15T13:33:05Z,2017-04-15T13:33:06Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x6927509df443b29fe1bb56024d97da736026fbdb095745c9d13370048c4a46e6,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:14:54Z,2017-04-16T06:14:55Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x3ad83626520543e2ca3b11429fd37fcc7dda5beefc7def50488b9c7e4b6ceeed,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:15:23Z,2017-04-16T06:15:24Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xa31c6de11eae393dd3cecc4af461d4f207d60efc31476d08e924192378b4d52e,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:16:24Z,2017-04-16T06:16:25Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xd32c9991767065f6b03180c8d9a8e44c59cb2e9247ca6e2703a67c66c5709317,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:17:20Z,2017-04-16T06:17:21Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x934f01c2541dc765cce1ad20c50054c376f6544c840807badd764c1d57bded15,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:18:32Z,2017-04-16T06:18:33Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x44bca67e035007915890cd65d9549d0efcc6d411035a048a282922fb2486a4de,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:20:04Z,2017-04-16T06:20:05Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x9219d2aadcca8a5caa20c688a49fa8f2ccb5587b0f7d1a3a9e4eb50c016f444c,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T06:20:39Z,2017-04-16T06:20:40Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x6144a7480938b82c10421cca032c244d86feca6ae02327c0efe80a66bc1455ec,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T07:09:08Z,2017-04-16T07:09:09Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x18ad70019cf2a376a7099b23ec85ebadcd677d6ef7ee324c7ae5651c461ab76a,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T07:09:58Z,2017-04-16T07:09:59Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x7057e73227b36d7f2183c8c51b8348f2360d7963ca4b9cb3b8550efdf2c5de02,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-16T07:10:25Z,2017-04-16T07:10:26Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0xc6694b2cc28ddf3416a6f09b81da540ead4d9e580956370a917800ac75b7472c,0x0000000000000000000000000000000000000000/0xd8912c10681d8b21fd3742244f44658dba12264e,EtherDelta/Ethereum,2017-04-17T02:24:57Z,2017-04-17T02:24:58Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x950d52f98218c2f221e79ee13bd65555b252637dbc2ebf74e710bbb398ead547,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-17T07:00:15Z,2017-04-17T07:00:16Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
EtherDelta:0x2e91b842e2a0d4738f2595583eec776cf08e16041e86df962f9f5a88860c3570,0x0000000000000000000000000000000000000000/0xb802b24e0637c2b87d2e8b7784c055bbe921011a,EtherDelta/Ethereum,2017-04-17T07:00:38Z,2017-04-17T07:00:39Z,true,wash_trade_self_trade,not_applicable_positive_self_trade,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; direct_signature=get == give
