record,contract,trade_date_iso,time,order_id,order_at,side_type,buy_sell,price,qty,page,day,mon,yy
2732,CLM2,2012-05-10,11:53:08.184,503313,000032WW,SPOOF,B,97.06,52,47,10,May,12
2733,CLM2,2012-05-10,11:53:08.191,503328,000032WX,SPOOF,B,97.06,4,47,10,May,12
2734,CLM2,2012-05-10,11:53:08.318,503546,000032WZ,SPOOF,B,97.06,49,47,10,May,12
2735,CLM2,2012-05-10,11:53:08.319,503547,000032X0,SPOOF,B,97.06,4,47,10,May,12
2736,CLM2,2012-05-10,11:53:08.713,503913,000032X8,FLIP,S,97.06,51,47,10,May,12
2737,CLM2,2012-05-10,11:53:10.800,504487,000032XT,SPOOF,S,97.05,50,47,10,May,12
2738,CLM2,2012-05-10,11:53:10.827,504522,000032XU,SPOOF,S,97.05,4,47,10,May,12
2739,CLM2,2012-05-10,11:53:11.120,504575,000032XV,SPOOF,S,97.04,52,47,10,May,12
2740,CLM2,2012-05-10,11:53:11.267,504699,000032XW,SPOOF,S,97.04,4,47,10,May,12
2741,CLM2,2012-05-10,11:53:11.367,504713,000032XX,SPOOF,S,97.04,4,47,10,May,12
2742,CLM2,2012-05-10,11:53:11.715,504798,000032Y4,FLIP,B,97.05,52,48,10,May,12
2743,CLM2,2012-05-10,11:53:13.136,505257,000032Y8,SPOOF,S,97.06,51,48,10,May,12
2744,CLM2,2012-05-10,11:53:13.151,505271,000032Y9,SPOOF,S,97.06,4,48,10,May,12
2745,CLM2,2012-05-10,11:53:13.610,505297,000032YD,FLIP,B,97.06,48,48,10,May,12
2746,CLM2,2012-05-10,11:53:15.200,505680,000032YH,SPOOF,B,97.07,51,48,10,May,12
2747,CLM2,2012-05-10,11:53:15.202,505682,000032YI,SPOOF,B,97.07,4,48,10,May,12
2748,CLM2,2012-05-10,11:53:15.577,505759,000032YL,FLIP,S,97.07,50,48,10,May,12
2749,CLM2,2012-05-10,11:53:17.553,506221,000032YS,SPOOF,S,97.06,49,48,10,May,12
2750,CLM2,2012-05-10,11:53:17.567,506235,000032YT,SPOOF,S,97.06,4,48,10,May,12
2751,CLM2,2012-05-10,11:53:18.065,506263,000032YX,FLIP,B,97.06,50,48,10,May,12
2752,CLM2,2012-05-10,11:53:20.960,506840,000032ZO,SPOOF,S,97.06,50,48,10,May,12
2753,CLM2,2012-05-10,11:53:20.967,506848,000032ZP,SPOOF,S,97.06,4,48,10,May,12
2754,CLM2,2012-05-10,11:53:21.361,506912,000032ZT,FLIP,B,97.06,52,48,10,May,12
2755,CLM2,2012-05-10,11:53:23.320,507315,000032ZZ,SPOOF,S,97.08,52,48,10,May,12
2756,CLM2,2012-05-10,11:53:23.343,507340,00003300,SPOOF,S,97.08,4,48,10,May,12
2757,CLM2,2012-05-10,11:53:23.704,507390,00003301,SPOOF,S,97.07,50,48,10,May,12
2758,CLM2,2012-05-10,11:53:23.712,507404,00003302,SPOOF,S,97.07,4,48,10,May,12
2759,CLM2,2012-05-10,11:53:24.149,507485,00003308,FLIP,B,97.08,49,48,10,May,12
2760,CLM2,2012-05-10,11:53:26.033,508215,0000330E,SPOOF,B,97.08,52,48,10,May,12
2761,CLM2,2012-05-10,11:53:26.040,508228,0000330F,SPOOF,B,97.08,4,48,10,May,12
2762,CLM2,2012-05-10,11:53:26.721,508351,0000330J,FLIP,S,97.08,49,48,10,May,12
2763,CLM2,2012-05-10,11:53:29.432,508744,0000330W,SPOOF,S,97.08,52,48,10,May,12
2764,CLM2,2012-05-10,11:53:29.440,508760,0000330X,SPOOF,S,97.08,4,48,10,May,12
2765,CLM2,2012-05-10,11:53:29.585,508780,0000330Y,SPOOF,S,97.08,4,48,10,May,12
2766,CLM2,2012-05-10,11:53:29.666,508784,00003310,SPOOF,S,97.08,4,48,10,May,12
2767,CLM2,2012-05-10,11:53:29.954,508809,00003316,FLIP,B,97.08,52,48,10,May,12
2768,CLM2,2012-05-10,11:53:34.489,509133,00003323,SPOOF,S,97.08,48,48,10,May,12
2769,CLM2,2012-05-10,11:53:34.503,509147,00003324,SPOOF,S,97.08,4,48,10,May,12
2770,CLM2,2012-05-10,11:53:34.817,509295,00003327,FLIP,B,97.08,52,48,10,May,12
2771,CLM2,2012-05-10,11:53:40.313,510748,0000332O,SPOOF,S,97.09,49,48,10,May,12
2772,CLM2,2012-05-10,11:53:40.320,510761,0000332P,SPOOF,S,97.09,4,48,10,May,12
2773,CLM2,2012-05-10,11:53:40.436,510897,0000332Q,SPOOF,S,97.09,4,48,10,May,12
2774,CLM2,2012-05-10,11:53:40.834,510961,0000332V,FLIP,B,97.09,48,48,10,May,12
2775,CLM2,2012-05-10,11:53:42.465,511218,0000332Y,SPOOF,S,97.11,50,48,10,May,12
2776,CLM2,2012-05-10,11:53:42.472,511223,0000332Z,SPOOF,S,97.11,4,48,10,May,12
2777,CLM2,2012-05-10,11:53:42.841,511235,00003330,SPOOF,S,97.10,52,48,10,May,12
2778,CLM2,2012-05-10,11:53:42.848,511248,00003331,SPOOF,S,97.10,4,48,10,May,12
2779,CLM2,2012-05-10,11:53:43.001,511301,00003332,SPOOF,S,97.10,49,48,10,May,12
2780,CLM2,2012-05-10,11:53:43.002,511302,00003333,SPOOF,S,97.10,4,48,10,May,12
2781,CLM2,2012-05-10,11:53:43.372,511359,0000333A,FLIP,B,97.11,48,48,10,May,12
2782,CLM2,2012-05-10,11:53:45.529,511835,0000333F,SPOOF,B,97.11,50,48,10,May,12
2783,CLM2,2012-05-10,11:53:45.536,511843,0000333G,SPOOF,B,97.11,4,48,10,May,12
2784,CLM2,2012-05-10,11:53:46.027,511898,0000333K,FLIP,S,97.11,50,48,10,May,12
2785,CLM2,2012-05-10,11:53:50.281,512175,00003340,SPOOF,B,97.11,4,48,10,May,12
2786,CLM2,2012-05-10,11:53:50.538,512178,00003342,SPOOF,B,97.11,48,48,10,May,12
2787,CLM2,2012-05-10,11:53:50.540,512179,00003343,SPOOF,B,97.11,4,48,10,May,12
2788,CLM2,2012-05-10,11:53:50.843,512202,00003347,FLIP,S,97.11,48,48,10,May,12
2789,CLM2,2012-05-10,11:53:54.425,512656,00003352,SPOOF,B,97.10,4,48,10,May,12
2790,CLM2,2012-05-10,11:53:54.601,512662,00003353,SPOOF,B,97.10,4,48,10,May,12
2791,CLM2,2012-05-10,11:53:54.825,512674,00003355,SPOOF,B,97.10,51,48,10,May,12
2792,CLM2,2012-05-10,11:53:54.832,512687,00003357,SPOOF,B,97.10,4,48,10,May,12
2793,CLM2,2012-05-10,11:53:55.323,512711,0000335D,FLIP,S,97.10,50,48,10,May,12
2794,CLM2,2012-05-10,11:53:57.474,512965,0000335J,SPOOF,S,97.09,4,48,10,May,12
2795,CLM2,2012-05-10,11:53:57.481,512967,0000335K,SPOOF,S,97.09,49,48,10,May,12
2796,CLM2,2012-05-10,11:53:57.843,513068,0000335O,FLIP,B,97.09,51,48,10,May,12
2797,CLM2,2012-05-10,11:54:03.170,513813,0000336J,SPOOF,S,97.11,52,48,10,May,12
2798,CLM2,2012-05-10,11:54:03.173,513814,0000336K,SPOOF,S,97.11,4,48,10,May,12
2799,CLM2,2012-05-10,11:54:03.618,513880,0000336O,FLIP,B,97.11,49,48,10,May,12
2800,CLM2,2012-05-10,11:54:04.874,514192,0000336S,SPOOF,B,97.11,50,48,10,May,12
2801,CLM2,2012-05-10,11:54:04.880,514198,0000336T,SPOOF,B,97.11,4,48,10,May,12
2802,CLM2,2012-05-10,11:54:05.410,514232,0000336Z,FLIP,S,97.11,48,49,10,May,12
2803,CLM2,2012-05-10,11:54:06.186,514439,00003374,SPOOF,S,97.11,49,49,10,May,12
2804,CLM2,2012-05-10,11:54:06.200,514445,00003375,SPOOF,S,97.11,4,49,10,May,12
2805,CLM2,2012-05-10,11:54:06.906,514581,0000337A,FLIP,B,97.11,51,49,10,May,12
2806,CLM2,2012-05-10,11:54:10.121,514999,0000337Q,SPOOF,B,97.11,50,49,10,May,12
2807,CLM2,2012-05-10,11:54:10.125,515001,0000337R,SPOOF,B,97.11,4,49,10,May,12
2808,CLM2,2012-05-10,11:54:10.562,515047,0000337U,FLIP,S,97.11,52,49,10,May,12
2809,CLM2,2012-05-10,11:54:12.065,515280,00003382,SPOOF,S,97.10,52,49,10,May,12
2810,CLM2,2012-05-10,11:54:12.073,515295,00003383,SPOOF,S,97.10,4,49,10,May,12
2811,CLM2,2012-05-10,11:54:12.498,515353,00003386,FLIP,B,97.10,50,49,10,May,12
2812,CLM2,2012-05-10,11:54:17.561,516492,00003392,SPOOF,B,97.09,4,49,10,May,12
2813,CLM2,2012-05-10,11:54:17.568,516507,00003393,SPOOF,B,97.09,52,49,10,May,12
2814,CLM2,2012-05-10,11:54:18.066,516616,00003397,FLIP,S,97.09,49,49,10,May,12
2815,CLM2,2012-05-10,11:54:19.618,516840,0000339D,SPOOF,S,97.09,49,49,10,May,12
2816,CLM2,2012-05-10,11:54:19.624,516849,0000339E,SPOOF,S,97.09,4,49,10,May,12
2817,CLM2,2012-05-10,11:54:20.043,516960,0000339J,FLIP,B,97.09,52,49,10,May,12
2818,CLM2,2012-05-10,11:54:22.194,517323,0000339U,SPOOF,S,97.10,48,49,10,May,12
2819,CLM2,2012-05-10,11:54:22.202,517329,0000339V,SPOOF,S,97.10,4,49,10,May,12
2820,CLM2,2012-05-10,11:54:22.635,517377,000033AB,FLIP,B,97.10,50,49,10,May,12
2821,CLM2,2012-05-10,11:55:21.835,523913,000033FC,SPOOF,S,97.11,48,49,10,May,12
2822,CLM2,2012-05-10,11:55:21.838,523914,000033FD,SPOOF,S,97.11,4,49,10,May,12
2823,CLM2,2012-05-10,11:55:22.271,523966,000033FG,FLIP,B,97.11,51,49,10,May,12
2824,CLM2,2012-05-10,11:56:19.062,533331,000033PR,SPOOF,B,97.15,4,49,10,May,12
2825,CLM2,2012-05-10,11:56:19.155,533343,000033PS,SPOOF,B,97.15,49,49,10,May,12
2826,CLM2,2012-05-10,11:56:19.511,533409,000033PV,FLIP,S,97.15,48,49,10,May,12
2827,CLM2,2012-05-10,11:56:24.037,534536,000033QO,SPOOF,S,97.14,4,49,10,May,12
2828,CLM2,2012-05-10,11:56:24.044,534540,000033QP,SPOOF,S,97.14,51,49,10,May,12
2829,CLM2,2012-05-10,11:56:24.222,534643,000033QR,SPOOF,S,97.14,49,49,10,May,12
2830,CLM2,2012-05-10,11:56:24.223,534644,000033QS,SPOOF,S,97.14,4,49,10,May,12
2831,CLM2,2012-05-10,11:56:24.534,534952,000033QX,FLIP,B,97.14,50,49,10,May,12
2832,CLM2,2012-05-10,11:56:27.685,535517,000033R7,SPOOF,B,97.15,49,49,10,May,12
2833,CLM2,2012-05-10,11:56:27.699,535527,000033R8,SPOOF,B,97.15,4,49,10,May,12
2834,CLM2,2012-05-10,11:56:28.102,535590,000033RB,FLIP,S,97.15,51,49,10,May,12
2835,CLM2,2012-05-10,11:59:23.266,562978,000034EZ,SPOOF,B,97.22,4,49,10,May,12
2836,CLM2,2012-05-10,11:59:23.272,562979,000034F0,SPOOF,B,97.22,48,49,10,May,12
2837,CLM2,2012-05-10,11:59:23.810,563016,000034F3,FLIP,S,97.22,50,49,10,May,12
2838,CLM2,2012-05-10,11:59:30.443,564156,000034FA,SPOOF,S,97.22,51,49,10,May,12
2839,CLM2,2012-05-10,11:59:30.457,564177,000034FB,SPOOF,S,97.22,4,49,10,May,12
2840,CLM2,2012-05-10,11:59:30.786,564194,000034FD,SPOOF,S,97.21,48,49,10,May,12
2841,CLM2,2012-05-10,11:59:30.801,564229,000034FE,SPOOF,S,97.21,4,49,10,May,12
2842,CLM2,2012-05-10,11:59:31.187,564250,000034FK,FLIP,B,97.22,51,49,10,May,12
2843,CLM2,2012-05-10,11:59:35.874,564786,000034FS,SPOOF,S,97.24,48,49,10,May,12
2844,CLM2,2012-05-10,11:59:35.881,564792,000034FT,SPOOF,S,97.24,4,49,10,May,12
2845,CLM2,2012-05-10,11:59:36.243,564823,000034FW,SPOOF,S,97.23,49,49,10,May,12
2846,CLM2,2012-05-10,11:59:36.249,564826,000034FX,SPOOF,S,97.23,4,49,10,May,12
2847,CLM2,2012-05-10,11:59:36.378,564859,000034FY,SPOOF,S,97.23,49,49,10,May,12
2848,CLM2,2012-05-10,11:59:36.393,564890,000034FZ,SPOOF,S,97.23,4,49,10,May,12
2849,CLM2,2012-05-10,11:59:36.481,564904,000034G0,SPOOF,S,97.23,4,49,10,May,12
2850,CLM2,2012-05-10,11:59:36.774,564963,000034GC,FLIP,B,97.25,50,49,10,May,12
2851,CLM2,2012-05-10,11:59:48.048,566909,000034H6,SPOOF,S,97.20,52,49,10,May,12
2852,CLM2,2012-05-10,11:59:48.057,566928,000034H7,SPOOF,S,97.20,4,49,10,May,12
2853,CLM2,2012-05-10,11:59:48.216,567084,000034H8,SPOOF,S,97.20,4,49,10,May,12
2854,CLM2,2012-05-10,11:59:48.219,567086,000034H9,SPOOF,S,97.20,50,49,10,May,12
2855,CLM2,2012-05-10,11:59:48.581,567145,000034HE,FLIP,B,97.21,50,49,10,May,12
2856,CLM2,2012-05-10,11:59:50.282,567486,000034HF,SPOOF,S,97.22,52,49,10,May,12
2857,CLM2,2012-05-10,11:59:50.289,567498,000034HG,SPOOF,S,97.22,4,49,10,May,12
2858,CLM2,2012-05-10,11:59:50.402,567565,000034HH,SPOOF,S,97.22,49,49,10,May,12
2859,CLM2,2012-05-10,11:59:50.409,567568,000034HI,SPOOF,S,97.22,4,49,10,May,12
2860,CLM2,2012-05-10,11:59:50.506,567591,000034HJ,SPOOF,S,97.22,4,49,10,May,12
2861,CLM2,2012-05-10,11:59:50.513,567592,000034HK,SPOOF,S,97.22,52,49,10,May,12
2862,CLM2,2012-05-10,11:59:50.837,567635,000034HR,FLIP,B,97.22,48,50,10,May,12
2863,CLM2,2012-05-10,12:00:04.723,569735,000034IU,SPOOF,S,97.25,49,50,10,May,12
2864,CLM2,2012-05-10,12:00:04.753,569749,000034IV,SPOOF,S,97.25,4,50,10,May,12
2865,CLM2,2012-05-10,12:00:05.059,569766,000034IW,SPOOF,S,97.24,48,50,10,May,12
2866,CLM2,2012-05-10,12:00:05.074,569781,000034IX,SPOOF,S,97.24,4,50,10,May,12
2867,CLM2,2012-05-10,12:00:05.476,569900,000034J3,FLIP,B,97.25,49,50,10,May,12
2868,CLM2,2012-05-10,12:01:06.228,580407,000034T8,SPOOF,B,97.24,4,50,10,May,12
2869,CLM2,2012-05-10,12:01:06.445,580415,000034T9,SPOOF,B,97.24,4,50,10,May,12
2870,CLM2,2012-05-10,12:01:06.460,580417,000034TA,SPOOF,B,97.24,49,50,10,May,12
2871,CLM2,2012-05-10,12:01:07.013,580509,000034TF,FLIP,S,97.24,49,50,10,May,12
2872,CLM2,2012-05-10,12:01:29.046,584308,000034UF,SPOOF,S,97.26,50,50,10,May,12
2873,CLM2,2012-05-10,12:01:29.053,584315,000034UG,SPOOF,S,97.26,4,50,10,May,12
2874,CLM2,2012-05-10,12:01:29.373,584348,000034UH,SPOOF,S,97.25,49,50,10,May,12
2875,CLM2,2012-05-10,12:01:29.375,584349,000034UI,SPOOF,S,97.25,4,50,10,May,12
2876,CLM2,2012-05-10,12:01:29.864,584409,000034UN,FLIP,B,97.26,52,50,10,May,12
2877,CLM2,2012-05-10,12:01:32.924,584901,000034UW,SPOOF,B,97.26,4,50,10,May,12
2878,CLM2,2012-05-10,12:01:33.069,584938,000034UX,SPOOF,B,97.26,48,50,10,May,12
2879,CLM2,2012-05-10,12:01:33.398,584977,000034V1,FLIP,S,97.26,48,50,10,May,12
2880,CLM2,2012-05-10,12:02:44.303,598252,0000350A,SPOOF,B,97.21,49,50,10,May,12
2881,CLM2,2012-05-10,12:02:44.304,598253,0000350B,SPOOF,B,97.21,4,50,10,May,12
2882,CLM2,2012-05-10,12:02:45.048,598363,0000350G,FLIP,S,97.20,51,50,10,May,12
2883,CLM2,2012-05-10,12:03:14.768,601590,0000352U,SPOOF,S,97.18,48,50,10,May,12
2884,CLM2,2012-05-10,12:03:15.160,601820,0000352W,FLIP,B,97.18,49,50,10,May,12
2885,CLM2,2012-05-10,12:38:18.326,870790,00003FXN,SPOOF,B,97.24,52,50,10,May,12
2886,CLM2,2012-05-10,12:38:19.136,870862,00003FXU,FLIP,S,97.24,52,50,10,May,12
2887,CLM2,2012-05-10,12:38:21.047,871244,00003FY2,SPOOF,B,97.24,52,50,10,May,12
2888,CLM2,2012-05-10,12:38:21.049,871245,00003FY3,SPOOF,B,97.24,4,50,10,May,12
2889,CLM2,2012-05-10,12:38:21.464,871327,00003FY8,FLIP,S,97.24,48,50,10,May,12
2890,CLM2,2012-05-10,12:38:32.520,872787,00003FZ7,SPOOF,S,97.21,52,50,10,May,12
2891,CLM2,2012-05-10,12:38:32.526,872792,00003FZ8,SPOOF,S,97.21,4,50,10,May,12
2892,CLM2,2012-05-10,12:38:32.993,872807,00003FZC,FLIP,B,97.21,52,50,10,May,12
2893,CLM2,2012-05-10,12:38:41.362,873806,00003G01,SPOOF,B,97.21,51,50,10,May,12
2894,CLM2,2012-05-10,12:38:41.375,873824,00003G02,SPOOF,B,97.21,4,50,10,May,12
2895,CLM2,2012-05-10,12:38:41.824,873935,00003G07,FLIP,S,97.21,51,50,10,May,12
2896,CLM2,2012-05-10,12:38:44.471,874369,00003G0L,SPOOF,B,97.19,52,50,10,May,12
2897,CLM2,2012-05-10,12:38:44.472,874370,00003G0M,SPOOF,B,97.19,4,50,10,May,12
2898,CLM2,2012-05-10,12:38:44.839,874396,00003G0N,SPOOF,B,97.20,49,50,10,May,12
2899,CLM2,2012-05-10,12:38:44.846,874405,00003G0O,SPOOF,B,97.20,4,50,10,May,12
2900,CLM2,2012-05-10,12:38:45.362,874484,00003G0W,FLIP,S,97.19,50,50,10,May,12
2901,CLM2,2012-05-10,12:38:46.416,874696,00003G10,SPOOF,S,97.20,49,50,10,May,12
2902,CLM2,2012-05-10,12:38:46.439,874713,00003G11,SPOOF,S,97.20,4,50,10,May,12
2903,CLM2,2012-05-10,12:38:46.798,874798,00003G14,SPOOF,S,97.19,4,50,10,May,12
2904,CLM2,2012-05-10,12:38:47.222,874817,00003G19,FLIP,B,97.20,49,50,10,May,12
2905,CLM2,2012-05-10,12:38:52.791,875970,00003G26,SPOOF,B,97.21,49,50,10,May,12
2906,CLM2,2012-05-10,12:38:52.794,875971,00003G27,SPOOF,B,97.21,4,50,10,May,12
2907,CLM2,2012-05-10,12:38:53.225,876074,00003G2B,FLIP,S,97.21,50,50,10,May,12
2908,CLM2,2012-05-10,12:38:55.432,876425,00003G2Y,SPOOF,S,97.21,51,50,10,May,12
2909,CLM2,2012-05-10,12:38:55.447,876453,00003G2Z,SPOOF,S,97.21,4,50,10,May,12
2910,CLM2,2012-05-10,12:38:55.838,876522,00003G34,SPOOF,S,97.20,4,50,10,May,12
2911,CLM2,2012-05-10,12:38:56.242,876531,00003G3A,FLIP,B,97.21,48,50,10,May,12
2912,CLM2,2012-05-10,12:38:58.063,876875,00003G3H,SPOOF,B,97.21,4,50,10,May,12
2913,CLM2,2012-05-10,12:38:58.423,876899,00003G3I,SPOOF,B,97.21,52,50,10,May,12
2914,CLM2,2012-05-10,12:38:58.425,876900,00003G3J,SPOOF,B,97.21,4,50,10,May,12
2915,CLM2,2012-05-10,12:38:58.930,876949,00003G3Q,FLIP,S,97.20,52,50,10,May,12
2916,CLM2,2012-05-10,12:39:17.728,880330,00003G62,SPOOF,B,97.23,50,50,10,May,12
2917,CLM2,2012-05-10,12:39:17.736,880338,00003G63,SPOOF,B,97.23,4,50,10,May,12
2918,CLM2,2012-05-10,12:39:18.345,880395,00003G66,FLIP,S,97.23,51,50,10,May,12
2919,CLM2,2012-05-10,12:39:27.456,881661,00003G6T,SPOOF,S,97.19,4,50,10,May,12
2920,CLM2,2012-05-10,12:39:27.585,881672,00003G6U,SPOOF,S,97.19,4,50,10,May,12
2921,CLM2,2012-05-10,12:39:27.850,881684,00003G6V,SPOOF,S,97.19,51,50,10,May,12
2922,CLM2,2012-05-10,12:39:27.855,881692,00003G6W,SPOOF,S,97.19,4,51,10,May,12
2923,CLM2,2012-05-10,12:39:27.995,881741,00003G6X,SPOOF,S,97.19,4,51,10,May,12
2924,CLM2,2012-05-10,12:39:28.339,881751,00003G74,FLIP,B,97.21,50,51,10,May,12
2925,CLM2,2012-05-10,12:39:33.145,882633,00003G78,SPOOF,S,97.22,52,51,10,May,12
2926,CLM2,2012-05-10,12:39:33.148,882636,00003G79,SPOOF,S,97.22,4,51,10,May,12
2927,CLM2,2012-05-10,12:39:33.553,882690,00003G7C,FLIP,B,97.22,51,51,10,May,12
2928,CLM2,2012-05-10,12:39:37.073,883337,00003G7V,SPOOF,B,97.22,48,51,10,May,12
2929,CLM2,2012-05-10,12:39:37.074,883338,00003G7W,SPOOF,B,97.22,4,51,10,May,12
2930,CLM2,2012-05-10,12:39:37.937,883419,00003G7Z,FLIP,S,97.22,48,51,10,May,12
2931,CLM2,2012-05-10,12:41:36.211,894815,00003GIY,SPOOF,S,97.15,4,51,10,May,12
2932,CLM2,2012-05-10,12:41:36.315,894820,00003GIZ,SPOOF,S,97.15,4,51,10,May,12
2933,CLM2,2012-05-10,12:41:36.451,894830,00003GJ0,SPOOF,S,97.15,4,51,10,May,12
2934,CLM2,2012-05-10,12:41:36.548,894835,00003GJ1,SPOOF,S,97.15,4,51,10,May,12
2935,CLM2,2012-05-10,12:41:36.651,894920,00003GJ2,SPOOF,S,97.15,49,51,10,May,12
2936,CLM2,2012-05-10,12:41:37.062,895060,00003GJ8,FLIP,B,97.15,52,51,10,May,12
2937,CLM2,2012-05-10,12:41:38.940,895341,00003GJG,SPOOF,S,97.16,4,51,10,May,12
2938,CLM2,2012-05-10,12:41:39.124,895342,00003GJH,SPOOF,S,97.16,49,51,10,May,12
2939,CLM2,2012-05-10,12:41:39.126,895343,00003GJI,SPOOF,S,97.16,4,51,10,May,12
2940,CLM2,2012-05-10,12:41:39.629,895419,00003GJQ,FLIP,B,97.16,52,51,10,May,12
2941,CLM2,2012-05-10,12:41:48.358,897073,00003GL2,SPOOF,S,97.14,4,51,10,May,12
2942,CLM2,2012-05-10,12:41:48.516,897117,00003GL7,SPOOF,S,97.14,4,51,10,May,12
2943,CLM2,2012-05-10,12:41:48.564,897120,00003GL8,SPOOF,S,97.14,48,51,10,May,12
2944,CLM2,2012-05-10,12:41:48.572,897127,00003GL9,SPOOF,S,97.14,4,51,10,May,12
2945,CLM2,2012-05-10,12:41:49.054,897250,00003GLO,FLIP,B,97.15,49,51,10,May,12
2946,CLM2,2012-05-10,12:42:03.404,899679,00003GOC,SPOOF,B,97.16,52,51,10,May,12
2947,CLM2,2012-05-10,12:42:03.406,899680,00003GOD,SPOOF,B,97.16,4,51,10,May,12
2948,CLM2,2012-05-10,12:42:03.917,899750,00003GOI,FLIP,S,97.16,48,51,10,May,12
2949,CLM2,2012-05-10,12:42:05.294,899902,00003GOO,SPOOF,B,97.16,52,51,10,May,12
2950,CLM2,2012-05-10,12:42:05.295,899903,00003GOP,SPOOF,B,97.16,4,51,10,May,12
2951,CLM2,2012-05-10,12:42:05.638,899948,00003GOS,FLIP,S,97.16,51,51,10,May,12
2952,CLM2,2012-05-10,12:42:13.269,900952,00003GPP,SPOOF,S,97.16,48,51,10,May,12
2953,CLM2,2012-05-10,12:42:13.276,900956,00003GPQ,SPOOF,S,97.16,4,51,10,May,12
2954,CLM2,2012-05-10,12:42:13.758,900964,00003GPV,FLIP,B,97.16,48,51,10,May,12
2955,CLM2,2012-05-10,12:42:18.005,901434,00003GQJ,SPOOF,B,97.16,51,51,10,May,12
2956,CLM2,2012-05-10,12:42:18.012,901455,00003GQK,SPOOF,B,97.16,4,51,10,May,12
2957,CLM2,2012-05-10,12:42:18.502,901520,00003GQO,FLIP,S,97.16,50,51,10,May,12
2958,CLM2,2012-05-10,12:42:19.197,901693,00003GQS,SPOOF,S,97.16,48,51,10,May,12
2959,CLM2,2012-05-10,12:42:19.211,901707,00003GQT,SPOOF,S,97.16,4,51,10,May,12
2960,CLM2,2012-05-10,12:42:19.646,901724,00003GQX,FLIP,B,97.16,49,51,10,May,12
2961,CLM2,2012-05-10,12:42:21.501,901945,00003GR3,SPOOF,B,97.17,48,51,10,May,12
2962,CLM2,2012-05-10,12:42:21.517,901966,00003GR4,SPOOF,B,97.17,4,51,10,May,12
2963,CLM2,2012-05-10,12:42:22.078,902025,00003GR9,FLIP,S,97.17,51,51,10,May,12
2964,CLM2,2012-05-10,12:42:23.645,902160,00003GRF,SPOOF,S,97.17,4,51,10,May,12
2965,CLM2,2012-05-10,12:42:23.781,902168,00003GRG,SPOOF,S,97.17,4,51,10,May,12
2966,CLM2,2012-05-10,12:42:23.894,902208,00003GRH,SPOOF,S,97.17,4,51,10,May,12
2967,CLM2,2012-05-10,12:42:23.999,902212,00003GRI,SPOOF,S,97.17,4,51,10,May,12
2968,CLM2,2012-05-10,12:42:24.099,902219,00003GRJ,SPOOF,S,97.17,4,51,10,May,12
2969,CLM2,2012-05-10,12:42:24.543,902225,00003GRT,FLIP,B,97.17,49,51,10,May,12
2970,CLM2,2012-05-10,12:42:26.205,902410,00003GS2,SPOOF,B,97.17,48,51,10,May,12
2971,CLM2,2012-05-10,12:42:26.207,902411,00003GS3,SPOOF,B,97.17,4,51,10,May,12
2972,CLM2,2012-05-10,12:42:26.790,902499,00003GS7,FLIP,S,97.17,51,51,10,May,12
2973,CLM2,2012-05-10,12:42:28.390,902698,00003GSD,SPOOF,S,97.17,52,51,10,May,12
2974,CLM2,2012-05-10,12:42:28.412,902730,00003GSE,SPOOF,S,97.17,4,51,10,May,12
2975,CLM2,2012-05-10,12:42:28.837,902741,00003GSF,SPOOF,S,97.17,48,51,10,May,12
2976,CLM2,2012-05-10,12:42:28.844,902753,00003GSG,SPOOF,S,97.17,4,51,10,May,12
2977,CLM2,2012-05-10,12:42:29.271,902786,00003GSM,FLIP,B,97.17,48,51,10,May,12
2978,CLM2,2012-05-10,13:12:18.396,1138482,00003MU9,SPOOF,B,97.32,50,51,10,May,12
2979,CLM2,2012-05-10,13:12:18.397,1138483,00003MUA,SPOOF,B,97.32,4,51,10,May,12
2980,CLM2,2012-05-10,13:12:18.564,1138539,00003MUB,SPOOF,B,97.32,4,51,10,May,12
2981,CLM2,2012-05-10,13:12:18.571,1138541,00003MUC,SPOOF,B,97.32,52,51,10,May,12
2982,CLM2,2012-05-10,13:12:19.023,1138767,00003MUY,FLIP,S,97.31,52,52,10,May,12
2983,CLM2,2012-05-10,13:12:37.502,1146226,00003MZB,SPOOF,S,97.33,4,52,10,May,12
2984,CLM2,2012-05-10,13:12:37.516,1146242,00003MZD,SPOOF,S,97.33,48,52,10,May,12
2985,CLM2,2012-05-10,13:12:38.169,1146511,00003MZN,FLIP,B,97.33,50,52,10,May,12
2986,CLM2,2012-05-10,13:12:42.517,1147940,00003N0L,SPOOF,B,97.33,49,52,10,May,12
2987,CLM2,2012-05-10,13:12:42.524,1147953,00003N0M,SPOOF,B,97.33,4,52,10,May,12
2988,CLM2,2012-05-10,13:12:42.678,1147973,00003N0N,SPOOF,B,97.33,50,52,10,May,12
2989,CLM2,2012-05-10,13:12:42.684,1147980,00003N0O,SPOOF,B,97.33,4,52,10,May,12
2990,CLM2,2012-05-10,13:12:42.983,1148007,00003N0W,FLIP,S,97.33,50,52,10,May,12
2991,CLM2,2012-05-10,13:13:04.012,1156746,00003NKC,SPOOF,B,97.29,4,52,10,May,12
2992,CLM2,2012-05-10,13:13:04.125,1156807,00003NKD,SPOOF,B,97.29,52,52,10,May,12
2993,CLM2,2012-05-10,13:13:04.132,1156813,00003NKE,SPOOF,B,97.29,4,52,10,May,12
