label_window_id,source_type,provider,instrument,market_context,timeframe,root,start_date,end_date,date_granularity,source_id,source_native_scope,crosswalk_layer,crosswalk_decision,scope_tier,confidence_gate_ref,status,notes
source-window-crosswalk-v1-0001-bull-2002-10-09-2007-10-09,source_window_crosswalk,yfinance,^GSPC,sp500_index,1m,Bull,2002-10-09,2007-10-09,day,yardeni_sp500_bull_bear_tables_2024,S&P 500,same_underlying_spx_to_gspc_time_projection,approved_low_risk_market_family_projection,same_underlying_calendar_window,not_calibrated_source_label_slot_only,materialized_source_window_label,same_underlying; calendar-date window membership projected to target bars; no trade usability claimed.
sideways-GLD-1d-2019-12-09-2019-12-09,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2019-12-09,2019-12-09,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-GLD-1d-2019-12-11-2019-12-13,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2019-12-11,2019-12-13,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=3; calibration=0; test=0
sideways-GLD-1d-2019-12-19-2019-12-31,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2019-12-19,2019-12-31,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=8; train=8; calibration=0; test=0
sideways-GLD-1d-2021-09-13-2021-09-13,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2021-09-13,2021-09-13,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-GLD-1d-2021-09-15-2021-09-27,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2021-09-15,2021-09-27,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=9; train=9; calibration=0; test=0
sideways-GLD-1d-2021-10-13-2021-10-14,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2021-10-13,2021-10-14,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=2; calibration=0; test=0
sideways-GLD-1d-2021-10-19-2021-11-01,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2021-10-19,2021-11-01,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=10; train=10; calibration=0; test=0
sideways-GLD-1d-2021-12-29-2021-12-29,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2021-12-29,2021-12-29,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-GLD-1d-2022-01-06-2022-01-10,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2022-01-06,2022-01-10,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=0; calibration=3; test=0
sideways-GLD-1d-2022-01-14-2022-01-18,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2022-01-14,2022-01-18,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=2; test=0
sideways-GLD-1d-2022-01-20-2022-01-20,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2022-01-20,2022-01-20,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-GLD-1d-2022-01-26-2022-02-09,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2022-01-26,2022-02-09,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=11; train=0; calibration=11; test=0
sideways-GLD-1d-2022-02-11-2022-02-16,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2022-02-11,2022-02-16,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=0; calibration=4; test=0
sideways-GLD-1d-2023-06-12-2023-06-16,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2023-06-12,2023-06-16,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=5; train=0; calibration=5; test=0
sideways-GLD-1d-2023-08-23-2023-08-23,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2023-08-23,2023-08-23,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-GLD-1d-2023-08-29-2023-09-01,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2023-08-29,2023-09-01,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=0; calibration=4; test=0
sideways-GLD-1d-2023-09-08-2023-09-11,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2023-09-08,2023-09-11,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=2; test=0
sideways-GLD-1d-2023-09-14-2023-09-26,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2023-09-14,2023-09-26,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=9; train=0; calibration=9; test=0
sideways-GLD-1d-2024-02-13-2024-02-29,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2024-02-13,2024-02-29,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=12; train=0; calibration=2; test=10
sideways-GLD-1d-2024-06-27-2024-07-15,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2024-06-27,2024-07-15,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=12; train=0; calibration=0; test=12
sideways-GLD-1d-2025-08-15-2025-08-21,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2025-08-15,2025-08-21,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=5; train=0; calibration=0; test=5
sideways-GLD-1d-2025-08-25-2025-08-25,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2025-08-25,2025-08-25,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=0; test=1
sideways-GLD-1d-2025-08-27-2025-08-28,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1d,Sideways,2025-08-27,2025-08-28,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=0; test=2
sideways-GLD-1w-2017-07-06-2017-07-13,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2017-07-06,2017-07-13,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=2; calibration=0; test=0
sideways-GLD-1w-2017-08-03-2017-08-17,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2017-08-03,2017-08-17,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=3; calibration=0; test=0
sideways-GLD-1w-2017-09-14-2017-10-26,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2017-09-14,2017-10-26,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=7; train=7; calibration=0; test=0
sideways-GLD-1w-2017-11-09-2017-12-21,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2017-11-09,2017-12-21,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=7; train=7; calibration=0; test=0
sideways-GLD-1w-2018-02-01-2018-02-01,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2018-02-01,2018-02-01,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-GLD-1w-2018-02-15-2018-03-22,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2018-02-15,2018-03-22,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=6; train=6; calibration=0; test=0
sideways-GLD-1w-2018-04-19-2018-06-21,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2018-04-19,2018-06-21,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=10; train=10; calibration=0; test=0
sideways-GLD-1w-2018-12-13-2019-01-03,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2018-12-13,2019-01-03,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-GLD-1w-2019-01-17-2019-01-17,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2019-01-17,2019-01-17,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-GLD-1w-2019-04-11-2019-04-18,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2019-04-11,2019-04-18,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=2; calibration=0; test=0
sideways-GLD-1w-2019-05-16-2019-05-16,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2019-05-16,2019-05-16,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-GLD-1w-2020-01-30-2020-02-06,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2020-01-30,2020-02-06,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=2; calibration=0; test=0
sideways-GLD-1w-2021-02-04-2021-02-04,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2021-02-04,2021-02-04,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-GLD-1w-2021-09-23-2021-11-11,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2021-09-23,2021-11-11,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=8; train=8; calibration=0; test=0
sideways-GLD-1w-2021-12-09-2022-01-27,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2021-12-09,2022-01-27,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=8; train=4; calibration=4; test=0
sideways-GLD-1w-2022-06-09-2022-06-23,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2022-06-09,2022-06-23,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=0; calibration=3; test=0
sideways-GLD-1w-2022-12-22-2022-12-22,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2022-12-22,2022-12-22,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=0; calibration=1; test=0
sideways-GLD-1w-2023-09-07-2023-09-14,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2023-09-07,2023-09-14,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=2; test=0
sideways-GLD-1w-2023-11-09-2023-11-16,sideways_scoped_dated_window,yfinance_cache,GLD,equity_etf,1w,Sideways,2023-11-09,2023-11-16,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=2; train=0; calibration=2; test=0
sideways-HYG-1d-2015-03-31-2015-03-31,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-03-31,2015-03-31,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-HYG-1d-2015-04-29-2015-07-20,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-04-29,2015-07-20,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=57; train=57; calibration=0; test=0
sideways-HYG-1d-2015-07-30-2015-08-03,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-07-30,2015-08-03,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=3; train=3; calibration=0; test=0
sideways-HYG-1d-2015-09-08-2015-09-11,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-09-08,2015-09-11,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=4; train=4; calibration=0; test=0
sideways-HYG-1d-2015-10-15-2015-11-11,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-10-15,2015-11-11,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=20; train=20; calibration=0; test=0
sideways-HYG-1d-2015-11-13-2015-11-19,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-11-13,2015-11-19,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=5; train=5; calibration=0; test=0
sideways-HYG-1d-2015-12-01-2015-12-01,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2015-12-01,2015-12-01,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-HYG-1d-2016-06-27-2016-06-27,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2016-06-27,2016-06-27,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-HYG-1d-2016-10-17-2016-10-17,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2016-10-17,2016-10-17,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
sideways-HYG-1d-2016-10-28-2016-11-10,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2016-10-28,2016-11-10,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=10; train=10; calibration=0; test=0
sideways-HYG-1d-2016-11-14-2016-12-06,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2016-11-14,2016-12-06,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=16; train=16; calibration=0; test=0
sideways-HYG-1d-2016-12-12-2016-12-12,sideways_scoped_dated_window,yfinance_cache,HYG,equity_etf,1d,Sideways,2016-12-12,2016-12-12,bar_window,sideways_sourcebacked_abs_return_range_v1,Yahoo cached crypto/equity_etf 1d/1w accepted Sideways gate,sideways_dated_window_materialization_v1,scoped_dated_window_materialized_from_accepted_gate,scoped_existing_yahoo_gate_1d_1w,calibration_lcb=0.988647;test_lcb=0.995568,materialized_scoped_dated_window,row_count=1; train=1; calibration=0; test=0
