window	gate_status	branch	execution_bias	execution_score	decision_hint	execution_readiness	prediction_vote_score	hybrid_transition_hazard	duration_remaining_expected_bars	branch_probability	path_ranker_score_used_by_execution_tree	path_ranker_score_visible_to_execution_tree	ranker_score_path_id	ranker_score_runtime_source	ranker_score_raw_path_score	ranker_score_calibrated_path_prob	ranker_score_path_prob_lower_bound	ranker_score_execution_gate_status	path_ranker_runtime_source	path_ranker_model_family	ranker_validation_ready	readiness_gap_to_observe	readiness_gap_to_ready	top_positive_feature	top_positive_contribution	top_negative_feature	top_negative_contribution	pythagorean_overstretch	ising_phase_transition_risk	spectral_entropy	dominant_cycle_energy	cycle_phase_alignment	consumer_reason
253	observe	transition_guardrail	guarded	0.441849	execution_guarded_due_to_low_remaining_regime_duration	0.340100	0.544800	0.651000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.109900	0.309900	ising_phase_transition_risk	0.420657	branch_probability	-0.500000	0.527300	0.279300			-0.302800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
254	observe	transition_guardrail	guarded	0.569333	execution_guarded_due_to_high_transition_hazard	0.292700	0.551700	0.602000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.157300	0.357300	cycle_phase_alignment	0.946401	branch_probability	-0.500000	0.472700	0.255700			0.946400	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
255	blocked	block_crowded	skip	0.453921	execution_blocked_regardless_of_prediction	0.326600	0.550700			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.123400	0.323400	dominant_cycle_energy	0.612012	branch_probability	-0.500000		0.286400	0.237600	0.762000		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
256	blocked	block_crowded	passive	0.557719	execution_blocked_regardless_of_prediction	0.381400	0.546100		1.950000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.068600	0.268600	spectral_entropy	0.507449	branch_probability	-0.500000		0.255700	0.292600	0.626200	-0.442000	market_state=RangeConsolidation/Distribution | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
257	observe	transition_guardrail	guarded	0.575947	execution_guarded_due_to_low_remaining_regime_duration	0.446500	0.555000	0.578000	0.950000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.003500	0.203500	ising_phase_transition_risk	0.434168	cycle_phase_alignment	-0.777699	0.365500	0.265800	0.554500		-0.777700	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
258	observe	transition_guardrail	guarded	0.450615	execution_guarded_due_to_low_remaining_regime_duration	0.341000	0.549200	0.546000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.109000	0.309000	dominant_cycle_energy	0.756159	branch_probability	-0.500000		0.281500	0.131200	0.906200	0.527100	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
259	observe	transition_guardrail	guarded	0.564505	execution_guarded_due_to_low_remaining_regime_duration	0.421800	0.549400	0.502000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.028200	0.228200	dominant_cycle_energy	0.731864	branch_probability	-0.500000	1.000000	0.261400	0.166800	0.881900		market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
260	observe	transition_guardrail	guarded	0.561405	execution_guarded_due_to_low_remaining_regime_duration	0.404000	0.548200	0.655000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.046000	0.246000	dominant_cycle_energy	0.579087	cycle_phase_alignment	-0.783706		0.301600	0.302100	0.729100	-0.783700	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
261	blocked	block_crowded	skip	0.577855	execution_blocked_regardless_of_prediction	0.398400	0.556300			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.051600	0.251600	cycle_phase_alignment	0.708504	branch_probability	-0.500000		0.262300	0.222400	0.826600	0.708500	market_state=ExtremeStress/VolatilitySpike | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
262	blocked	block_crowded	skip	0.556723	execution_blocked_regardless_of_prediction	0.392100	0.545900			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.057900	0.257900	pythagorean_overstretch	0.647479	branch_probability	-0.500000	0.052500	0.252300	0.323300	0.682900		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
263	blocked	block_crowded	passive	0.556522	execution_blocked_regardless_of_prediction	0.358000	0.545700		1.950000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.092000	0.292000	dominant_cycle_energy	0.494084	cycle_phase_alignment	-0.757944		0.363000	0.341600	0.644100	-0.757900	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
264	observe	transition_guardrail	guarded	0.571308	execution_guarded_due_to_low_remaining_regime_duration	0.411600	0.553000	0.603000	0.950000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.038400	0.238400	dominant_cycle_energy	0.574761	branch_probability	-0.500000	0.451700	0.282500	0.269600	0.724800		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
265	observe	transition_guardrail	guarded	0.551403	execution_guarded_due_to_low_remaining_regime_duration	0.428000	0.542900	0.628000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.022000	0.222000	dominant_cycle_energy	0.533046	branch_probability	-0.500000	0.346600	0.268000	0.269500	0.683000		market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
266	observe	transition_guardrail	guarded	0.614456	execution_guarded_due_to_low_remaining_regime_duration	0.479900	0.557200	0.599000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.170100	cycle_phase_alignment	0.593754	branch_probability	-0.500000		0.284100	0.316900	0.540500	0.593800	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
267	observe	transition_guardrail	guarded	0.577661	execution_guarded_due_to_low_remaining_regime_duration	0.299200	0.556100	0.608000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.150800	0.350800	cycle_phase_alignment	0.961761	branch_probability	-0.500000	1.000000	0.281500			0.961800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
268	observe	transition_guardrail	guarded	0.567116	execution_guarded_due_to_low_remaining_regime_duration	0.391600	0.551000	0.537000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.058400	0.258400	dominant_cycle_energy	0.706681	branch_probability	-0.500000		0.255700	0.192900	0.856700	0.359000	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
269	observe	transition_guardrail	guarded	0.448263	execution_guarded_due_to_low_remaining_regime_duration	0.303300	0.547800	0.683000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.146700	0.346700	dominant_cycle_energy	0.699943	branch_probability	-0.500000		0.299900	0.201600	0.849900		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
270	observe	wait_for_reversion	passive	0.569838	execution_observe_with_medium_prediction	0.459900	0.552400			1.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.190100	dominant_cycle_energy	0.585816	cycle_phase_alignment	-0.973910		0.255700	0.309100	0.735800	-0.973900	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/wait_for_reversion/passive | ranker=unknown/unknown/not_ready
271	blocked	block_crowded	skip	0.558775	execution_blocked_regardless_of_prediction	0.445900	0.547000			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.004100	0.204100	dominant_cycle_energy	0.627305	cycle_phase_alignment	-0.971153		0.281500	0.274500	0.777300	-0.971200	market_state=TrendExpansion/BullTrendExhaustion | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
272	blocked	block_crowded	passive	0.559617	execution_blocked_regardless_of_prediction	0.324800	0.546600		2.300000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.125200	0.325200	cycle_phase_alignment	0.996311	branch_probability	-0.500000		0.255700	0.394600	0.657500	0.996300	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
273	observe	transition_guardrail	guarded	0.559923	execution_guarded_due_to_low_remaining_regime_duration	0.381200	0.547300	0.678000	1.300000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.068800	0.268800	dominant_cycle_energy	0.480507	cycle_phase_alignment	-0.585559		0.298100	0.360800	0.630500	-0.585600	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
274	observe	transition_guardrail	guarded	0.556544	execution_guarded_due_to_low_remaining_regime_duration	0.380500	0.545800	0.681000	0.250000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.069500	0.269500	ising_phase_transition_risk	0.441371	cycle_phase_alignment	-0.806943		0.258600	0.401800	0.590400	-0.806900	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
275	blocked	block_crowded	skip	0.529910	execution_blocked_regardless_of_prediction	0.405000	0.550100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.045000	0.245000	dominant_cycle_energy	0.511698	cycle_phase_alignment	-0.928835		0.255700	0.325700	0.661700	-0.928800	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
276	observe	transition_guardrail	guarded	0.567511	execution_guarded_due_to_high_transition_hazard	0.446000	0.544100	0.633000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.004000	0.204000	dominant_cycle_energy	0.502860	branch_probability	-0.500000		0.271100	0.308500	0.652900	0.497700	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
277	observe	wait_for_reversion	passive	0.572975	execution_observe_with_medium_prediction	0.461800	0.553500		2.350000	1.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.188200	dominant_cycle_energy	0.713733	pythagorean_overstretch	-0.300000	1.000000	0.255700	0.176000	0.863700		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/wait_for_reversion/passive | ranker=unknown/unknown/not_ready
278	observe	transition_guardrail	guarded	0.454671	execution_guarded_due_to_low_remaining_regime_duration	0.350200	0.551300	0.605000	1.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.099800	0.299800	spectral_entropy	0.498408	branch_probability	-0.500000	1.000000	0.291300	0.301600	0.614800		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
279	observe	transition_guardrail	guarded	0.561717	execution_guarded_due_to_low_remaining_regime_duration	0.427700	0.548100	0.558000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.022300	0.222300	spectral_entropy	0.459158	branch_probability	-0.500000	0.407600	0.266300	0.340800	0.569200		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
280	observe	transition_guardrail	guarded	0.567527	execution_guarded_due_to_low_remaining_regime_duration	0.361700	0.550600	0.551000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.088300	0.288300	ising_phase_transition_risk	0.444303	branch_probability	-0.500000	1.000000	0.255700	0.489300			market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
281	observe	transition_guardrail	guarded	0.552977	execution_guarded_due_to_low_remaining_regime_duration	0.377500	0.543900	0.637000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.072500	0.272500	dominant_cycle_energy	0.702154	branch_probability	-0.500000	1.000000	0.255700	0.193300	0.852200		market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
282	observe	transition_guardrail	guarded	0.564882	execution_guarded_due_to_low_remaining_regime_duration	0.387500	0.549800	0.537000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.062500	0.262500	dominant_cycle_energy	0.626743	branch_probability	-0.500000	1.000000	0.255700	0.255800	0.776700		market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
283	observe	transition_guardrail	guarded	0.579258	execution_guarded_due_to_low_remaining_regime_duration	0.406300	0.556800	0.581000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.043700	0.243700	dominant_cycle_energy	0.526962	branch_probability	-0.500000		0.255700	0.321600	0.677000	-0.408800	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
284	observe	transition_guardrail	guarded	0.555389	execution_guarded_due_to_low_remaining_regime_duration	0.300000	0.544900	0.588000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.150000	0.350000	pythagorean_overstretch	0.611765	cycle_phase_alignment	-0.967012	0.088200	0.284900			-0.967000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
285	observe	transition_guardrail	guarded	0.557572	execution_guarded_due_to_low_remaining_regime_duration	0.378800	0.546300	0.570000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.071200	0.271200	dominant_cycle_energy	0.520601	branch_probability	-0.500000		0.285300	0.316100	0.670600		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
286	observe	transition_guardrail	guarded	0.514767	execution_guarded_due_to_low_remaining_regime_duration	0.350900	0.549200	0.541000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.099100	0.299100	dominant_cycle_energy	0.518172	branch_probability	-0.500000		0.264700	0.344100	0.668200		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
287	observe	transition_guardrail	guarded	0.563662	execution_guarded_due_to_low_remaining_regime_duration	0.369100	0.548900	0.628000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.080900	0.280900	pythagorean_overstretch	0.454202	branch_probability	-0.500000	0.245800	0.268300	0.453700	0.574400		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
288	observe	transition_guardrail	guarded	0.450405	execution_guarded_due_to_low_remaining_regime_duration	0.294700	0.549000	0.539000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.155300	0.355300	spectral_entropy	0.480953	branch_probability	-0.500000		0.281500	0.319000	0.563400		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
289	observe	transition_guardrail	guarded	0.565378	execution_guarded_due_to_low_remaining_regime_duration	0.461900	0.550400	0.546000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.188100	ising_phase_transition_risk	0.440237	cycle_phase_alignment	-0.488793	1.000000	0.259800	0.450400	0.510300	-0.488800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
290	observe	transition_guardrail	guarded	0.548097	execution_guarded_due_to_low_remaining_regime_duration	0.445400	0.541500	0.628000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.004600	0.204600	ising_phase_transition_risk	0.433476	cycle_phase_alignment	-0.697580		0.266500	0.472400	0.559200	-0.697600	market_state=RangeConsolidation/Accumulation | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
291	observe	transition_guardrail	guarded	0.556542	execution_guarded_due_to_low_remaining_regime_duration	0.418700	0.545600	0.503000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.031300	0.231300	pythagorean_overstretch	0.580252	branch_probability	-0.500000	0.119700	0.363300	0.435800	0.523300		market_state=RangeConsolidation/TightRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
292	observe	transition_guardrail	guarded	0.566396	execution_guarded_due_to_low_remaining_regime_duration	0.413900	0.550400	0.669000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.036100	0.236100	ising_phase_transition_risk	0.425977	branch_probability	-0.500000		0.274000	0.553200		0.240500	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
293	observe	transition_guardrail	guarded	0.546819	execution_guarded_due_to_low_remaining_regime_duration	0.403600	0.540900	0.689000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.046400	0.246400	ising_phase_transition_risk	0.402721	branch_probability	-0.500000		0.297300	0.639300		0.365500	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
294	observe	transition_guardrail	guarded	0.550505	execution_guarded_due_to_low_remaining_regime_duration	0.469900	0.542500	0.656000	0.250000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.180100	ising_phase_transition_risk	0.423201	branch_probability	-0.500000		0.276800			0.301600	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
295	observe	transition_guardrail	guarded	0.558418	execution_guarded_due_to_low_remaining_regime_duration	0.431100	0.547000	0.634000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.018900	0.218900	ising_phase_transition_risk	0.400220	cycle_phase_alignment	-0.681095	0.357100	0.299800			-0.681100	market_state=RangeConsolidation/Accumulation | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
296	observe	transition_guardrail	guarded	0.549651	execution_guarded_due_to_low_remaining_regime_duration	0.493600	0.542100	0.676000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.156400	pythagorean_overstretch	0.592857	cycle_phase_alignment	-0.958285	0.107100	0.363300			-0.958300	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
297	observe	transition_guardrail	guarded	0.618386	execution_guarded_due_to_high_transition_hazard	0.448900	0.559200	0.678000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.001100	0.201100	ising_phase_transition_risk	0.404029	cycle_phase_alignment	-0.980969		0.296000			-0.981000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
298	observe	transition_guardrail	guarded	0.439569	execution_guarded_due_to_high_transition_hazard	0.227900	0.543800	0.600000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.222100	0.422100	ising_phase_transition_risk	0.429245	cycle_phase_alignment	-0.668805	1.000000	0.270800			-0.668800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
299	blocked	block_crowded	skip	0.554540	execution_blocked_regardless_of_prediction	0.337900	0.544800			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.112100	0.312100	ising_phase_transition_risk	0.451085	cycle_phase_alignment	-0.827906		0.248900	0.458700		-0.827900	market_state=RangeConsolidation/Accumulation | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
300	blocked	block_crowded	passive	0.575043	execution_blocked_regardless_of_prediction	0.371900	0.555000		2.250000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.078100	0.278100	spectral_entropy	0.389461	branch_probability	-0.500000	1.000000	0.362600	0.410500		0.300200	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
301	observe	transition_guardrail	guarded	0.571484	execution_guarded_due_to_low_remaining_regime_duration	0.366500	0.553300	0.564000	1.250000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.083500	0.283500	dominant_cycle_energy	0.474472	cycle_phase_alignment	-0.635836		0.281500	0.361100	0.624500	-0.635800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
302	observe	transition_guardrail	guarded	0.563695	execution_guarded_due_to_low_remaining_regime_duration	0.383100	0.548800	0.506000	0.250000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.066900	0.266900	dominant_cycle_energy	0.527330	branch_probability	-0.500000	1.000000	0.261200	0.351800	0.677300		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
303	observe	transition_guardrail	guarded	0.550883	execution_guarded_due_to_low_remaining_regime_duration	0.367600	0.543000	0.546000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.082400	0.282400	cycle_phase_alignment	0.564487	branch_probability	-0.500000	1.000000	0.262700	0.474500		0.564500	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
304	observe	transition_guardrail	guarded	0.559569	execution_guarded_due_to_low_remaining_regime_duration	0.435300	0.547000	0.656000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.014700	0.214700	ising_phase_transition_risk	0.430484	branch_probability	-0.500000		0.269500	0.429000	0.522100	-0.374300	market_state=RangeConsolidation/Accumulation | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
305	observe	transition_guardrail	guarded	0.565023	execution_guarded_due_to_low_remaining_regime_duration	0.453900	0.550000	0.580000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.196100	ising_phase_transition_risk	0.444303	cycle_phase_alignment	-0.945436	1.000000	0.255700	0.492000		-0.945400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
306	observe	transition_guardrail	guarded	0.574002	execution_guarded_due_to_low_remaining_regime_duration	0.273200	0.554000	0.612000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.176800	0.376800	cycle_phase_alignment	0.901297	branch_probability	-0.500000	1.000000	0.255700			0.901300	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
307	observe	transition_guardrail	guarded	0.543489	execution_guarded_due_to_low_remaining_regime_duration	0.347600	0.539700	0.602000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.102400	0.302400	cycle_phase_alignment	0.653250	branch_probability	-0.500000		0.281500	0.278900	0.698600	0.653200	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
308	observe	transition_guardrail	guarded	0.443023	execution_guarded_due_to_low_remaining_regime_duration	0.314000	0.545400	0.543000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.136000	0.336000	dominant_cycle_energy	0.534713	branch_probability	-0.500000		0.250000	0.285700	0.684700	-0.478700	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
309	observe	transition_guardrail	guarded	0.570154	execution_guarded_due_to_low_remaining_regime_duration	0.454700	0.545100	0.461000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.195300	ising_phase_transition_risk	0.423218	cycle_phase_alignment	-0.692422	1.000000	0.276800	0.383400	0.565800	-0.692400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
310	observe	transition_guardrail	guarded	0.439627	execution_guarded_due_to_low_remaining_regime_duration	0.349800	0.543700	0.604000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.100200	0.300200	ising_phase_transition_risk	0.408315	cycle_phase_alignment	-0.612067	1.000000	0.291700			-0.612100	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
311	observe	transition_guardrail	guarded	0.550473	execution_guarded_due_to_low_remaining_regime_duration	0.392700	0.542800	0.621000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.057300	0.257300	cycle_phase_alignment	0.586886	branch_probability	-0.500000		0.290700	0.417300	0.516100	0.586900	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
312	observe	transition_guardrail	guarded	0.446079	execution_guarded_due_to_low_remaining_regime_duration	0.330800	0.546500	0.543000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.119200	0.319200	dominant_cycle_energy	0.641090	branch_probability	-0.500000		0.289900	0.260600	0.791100	-0.350300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
