pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,source_timerange_label,source_timerange,trade_seq,is_win,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,branch_path_source,recipe_id,trade_or_bar_horizon,allowed_action,suppression_rule
SOL/USDT,3616.85252,3616.85252,38.306,2024-01-06T06:00:00+00:00,2024-01-07T14:00:00+00:00,94.42,96.22,0.001,0.001,1920,0.01702766625452497,61.64814416,exit_signal,0.95,-0.99,0.95,-0.99,91.0,97.24,False,,1.0,False,1704520800000,1704636000000,"[{'amount': 38.306, 'safe_price': 94.42, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704520800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3620.4693725199995}, {'amount': 38.306, 'safe_price': 96.22, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704636000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3689.489123319999}]",0.0,6,full_5y,20210101-20251231,104,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,4205.02326,4205.02326,47.094,2024-01-07T23:00:00+00:00,2024-01-08T13:00:00+00:00,89.29,94.1,0.001,0.001,840,0.05176378107277424,217.88557134,exit_signal,0.9,-0.99,0.9,-0.99,85.16,95.05,False,,1.0,False,1704668400000,1704718800000,"[{'amount': 47.094, 'safe_price': 89.29, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704668400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4209.22828326}, {'amount': 47.094, 'safe_price': 94.1, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704718800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4435.9769454}]",0.0,0,full_5y,20210101-20251231,105,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5129.592,5129.592,159.9,2024-01-08T03:00:00+00:00,2024-01-08T13:00:00+00:00,32.08,34.28,0.001,0.001,600,0.06644353153081332,341.169036,exit_signal,0.33,-0.99,0.33,-0.99,31.12,34.53,False,,1.0,False,1704682800000,1704718800000,"[{'amount': 159.9, 'safe_price': 32.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704682800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5134.721591999999}, {'amount': 159.9, 'safe_price': 34.28, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704718800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5486.853372}]",0.0,0,full_5y,20210101-20251231,106,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3864.34743,3864.34743,41.299,2024-01-10T13:00:00+00:00,2024-01-10T22:00:00+00:00,93.57,101.69,0.001,0.001,540,0.08460856232577937,327.28383726,exit_signal,0.94,-0.99,0.94,-0.99,92.0,104.39,False,,1.0,False,1704891600000,1704924000000,"[{'amount': 41.299, 'safe_price': 93.57, 'ft_order_side': 'buy', 'order_filled_timestamp': 1704891600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3868.2117774299995}, {'amount': 41.299, 'safe_price': 101.69, 'ft_order_side': 'sell', 'order_filled_timestamp': 1704924000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4203.89500531}]",0.0,2,full_5y,20210101-20251231,107,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3736.55468,3736.55468,39.196,2024-01-12T16:00:00+00:00,2024-01-13T21:00:00+00:00,95.33,96.67,0.001,0.001,1740,0.012030348755409074,44.997008,exit_signal,0.96,-0.99,0.96,-0.99,87.0,97.05,False,,1.0,False,1705075200000,1705179600000,"[{'amount': 39.196, 'safe_price': 95.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705075200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3740.2912346799994}, {'amount': 39.196, 'safe_price': 96.67, 'ft_order_side': 'sell', 'order_filled_timestamp': 1705179600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3792.8663973199996}]",0.0,5,full_5y,20210101-20251231,108,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3994.5818,3994.5818,108.46,2024-01-12T17:00:00+00:00,2024-01-14T07:00:00+00:00,36.83,36.85,0.001,0.001,2280,-0.0014560514153237477,-5.8221328,exit_signal,0.37,-0.99,0.37,-0.99,34.34,37.23,False,,1.0,False,1705078800000,1705215600000,"[{'amount': 108.46, 'safe_price': 36.83, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705078800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3998.576381799999}, {'amount': 108.46, 'safe_price': 36.85, 'ft_order_side': 'sell', 'order_filled_timestamp': 1705215600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4000.7477509999994}]",0.0,6,full_5y,20210101-20251231,109,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3701.38489,3701.38489,38.681,2024-01-18T17:00:00+00:00,2024-01-20T23:00:00+00:00,95.69,93.13,0.001,0.001,3240,-0.028697606082912806,-106.32710642,exit_signal,0.96,-0.99,0.96,-0.99,87.04,96.06,False,,1.0,False,1705597200000,1705791600000,"[{'amount': 38.681, 'safe_price': 95.69, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705597200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3705.0862748899995}, {'amount': 38.681, 'safe_price': 93.13, 'ft_order_side': 'sell', 'order_filled_timestamp': 1705791600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3605.9638915299993}]",0.0,5,full_5y,20210101-20251231,110,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4761.6088,4761.6088,138.58,2024-01-18T17:00:00+00:00,2024-01-20T23:00:00+00:00,34.36,32.92,0.001,0.001,3240,-0.04382346407957583,-208.8788624,exit_signal,0.35,-0.99,0.35,-0.99,31.18,34.45,False,,1.0,False,1705597200000,1705791600000,"[{'amount': 138.58, 'safe_price': 34.36, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705597200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4766.3704087999995}, {'amount': 138.58, 'safe_price': 32.92, 'ft_order_side': 'sell', 'order_filled_timestamp': 1705791600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4566.615653600001}]",0.0,5,full_5y,20210101-20251231,111,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5310.0624,5310.0624,164.96,2024-01-22T02:00:00+00:00,2024-01-24T00:00:00+00:00,32.19,30.64,0.001,0.001,2760,-0.050053394880981095,-266.0524368,exit_signal,0.33,-0.99,0.33,-0.99,27.24,32.4,False,,1.0,False,1705888800000,1706054400000,"[{'amount': 164.96, 'safe_price': 32.19, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705888800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5315.372462399999}, {'amount': 164.96, 'safe_price': 30.64, 'ft_order_side': 'sell', 'order_filled_timestamp': 1706054400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5059.4287744}]",0.0,2,full_5y,20210101-20251231,112,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,4271.12728,4271.12728,47.336,2024-01-22T02:00:00+00:00,2024-01-24T01:00:00+00:00,90.23,85.54,0.001,0.001,2820,-0.05387242702991345,-230.32608872,exit_signal,0.91,-0.99,0.91,-0.99,79.0,90.62,False,,1.0,False,1705888800000,1706058000000,"[{'amount': 47.336, 'safe_price': 90.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1705888800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4275.398407279999}, {'amount': 47.336, 'safe_price': 85.54, 'ft_order_side': 'sell', 'order_filled_timestamp': 1706058000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4053.17056144}]",0.0,2,full_5y,20210101-20251231,113,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3215.5794,3215.5794,95.22,2024-01-31T22:00:00+00:00,2024-02-02T01:00:00+00:00,33.77,34.17,0.001,0.001,1620,0.009823164694352139,31.6187532,exit_signal,0.34,-0.99,0.34,-0.99,32.3,34.39,False,,1.0,False,1706738400000,1706835600000,"[{'amount': 95.22, 'safe_price': 33.77, 'ft_order_side': 'buy', 'order_filled_timestamp': 1706738400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3218.7949793999996}, {'amount': 95.22, 'safe_price': 34.17, 'ft_order_side': 'sell', 'order_filled_timestamp': 1706835600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3256.9210674}]",0.0,4,full_5y,20210101-20251231,114,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,3087.3237,3087.3237,6.081,2024-03-19T09:00:00+00:00,2024-03-20T12:00:00+00:00,507.7,533.5,0.001,0.001,1620,0.04871787656896973,150.5582628,exit_signal,5.1,-0.99,5.1,-0.99,495.8,539.5,False,,1.0,False,1710838800000,1710936000000,"[{'amount': 6.081, 'safe_price': 507.7, 'ft_order_side': 'buy', 'order_filled_timestamp': 1710838800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3090.4110236999995}, {'amount': 6.081, 'safe_price': 533.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1710936000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3247.4577135}]",0.0,2,full_5y,20210101-20251231,115,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3160.6916,3160.6916,61.66,2024-04-01T06:00:00+00:00,2024-04-04T09:00:00+00:00,51.26,47.14,0.001,0.001,4500,-0.0822119745256694,-260.106544,exit_signal,0.52,-0.99,0.52,-0.99,44.97,53.35,False,,1.0,False,1711951200000,1712221200000,"[{'amount': 61.66, 'safe_price': 51.26, 'ft_order_side': 'buy', 'order_filled_timestamp': 1711951200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3163.8522915999993}, {'amount': 61.66, 'safe_price': 47.14, 'ft_order_side': 'sell', 'order_filled_timestamp': 1712221200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2909.5590523999995}]",0.0,3,full_5y,20210101-20251231,116,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4496.0428,4496.0428,100.09,2024-04-05T10:00:00+00:00,2024-04-06T04:00:00+00:00,44.92,46.66,0.001,0.001,1080,0.036660134166812706,164.9903578,exit_signal,0.45,-0.99,0.45,-0.99,43.77,47.08,False,,1.0,False,1712311200000,1712376000000,"[{'amount': 100.09, 'safe_price': 44.92, 'ft_order_side': 'buy', 'order_filled_timestamp': 1712311200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4500.5388428}, {'amount': 100.09, 'safe_price': 46.66, 'ft_order_side': 'sell', 'order_filled_timestamp': 1712376000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4674.869599399999}]",0.0,5,full_5y,20210101-20251231,117,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3086.47238,3086.47238,18.646,2024-04-10T13:00:00+00:00,2024-04-10T23:00:00+00:00,165.53,173.97,0.001,0.001,600,0.04888786076486191,151.041923,exit_signal,1.66,-0.99,1.66,-0.99,163.72,175.5,False,,1.0,False,1712754000000,1712790000000,"[{'amount': 18.646, 'safe_price': 165.53, 'ft_order_side': 'buy', 'order_filled_timestamp': 1712754000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3089.5588523799997}, {'amount': 18.646, 'safe_price': 173.97, 'ft_order_side': 'sell', 'order_filled_timestamp': 1712790000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3247.0884646199997}]",0.0,2,full_5y,20210101-20251231,118,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3764.7568,3764.7568,77.72,2024-04-09T08:00:00+00:00,2024-04-11T09:00:00+00:00,48.44,47.26,0.001,0.001,2940,-0.02630936363388882,-99.147404,exit_signal,0.49,-0.99,0.49,-0.99,45.07,48.66,False,,1.0,False,1712649600000,1712826000000,"[{'amount': 77.72, 'safe_price': 48.44, 'ft_order_side': 'buy', 'order_filled_timestamp': 1712649600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3768.5215567999994}, {'amount': 77.72, 'safe_price': 47.26, 'ft_order_side': 'sell', 'order_filled_timestamp': 1712826000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3676.7202471999994}]",0.0,3,full_5y,20210101-20251231,119,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4491.8796,4491.8796,99.29,2024-04-12T13:00:00+00:00,2024-04-14T23:00:00+00:00,45.24,37.69,0.001,0.001,3480,-0.1685522700111559,-757.8736197,exit_signal,0.46,-0.99,0.46,-0.99,29.24,45.24,False,,1.0,False,1712926800000,1713135600000,"[{'amount': 99.29, 'safe_price': 45.24, 'ft_order_side': 'buy', 'order_filled_timestamp': 1712926800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4496.3714795999995}, {'amount': 99.29, 'safe_price': 37.69, 'ft_order_side': 'sell', 'order_filled_timestamp': 1713135600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3745.9823400999994}]",0.0,6,full_5y,20210101-20251231,120,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2944.84344,2944.84344,17.556,2024-04-12T14:00:00+00:00,2024-04-14T23:00:00+00:00,167.74,150.61,0.001,0.001,3420,-0.10391629355502015,-306.3232326,exit_signal,1.68,-0.99,1.68,-0.99,116.0,168.55,False,,1.0,False,1712930400000,1713135600000,"[{'amount': 17.556, 'safe_price': 167.74, 'ft_order_side': 'buy', 'order_filled_timestamp': 1712930400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2947.7882834399998}, {'amount': 17.556, 'safe_price': 150.61, 'ft_order_side': 'sell', 'order_filled_timestamp': 1713135600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2646.75326916}]",0.0,6,full_5y,20210101-20251231,121,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,4795.33824,4795.33824,35.343,2024-04-15T19:00:00+00:00,2024-04-17T05:00:00+00:00,135.68,141.46,0.001,0.001,2040,0.04051711849471283,194.48758098,exit_signal,1.36,-0.99,1.36,-0.99,126.4,142.77,False,,1.0,False,1713207600000,1713330000000,"[{'amount': 35.343, 'safe_price': 135.68, 'ft_order_side': 'buy', 'order_filled_timestamp': 1713207600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4800.13357824}, {'amount': 35.343, 'safe_price': 141.46, 'ft_order_side': 'sell', 'order_filled_timestamp': 1713330000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5004.620400780001}]",0.0,2,full_5y,20210101-20251231,122,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5412.042,5412.042,164.3,2024-04-16T16:00:00+00:00,2024-04-17T19:00:00+00:00,32.94,34.54,0.001,0.001,1620,0.04647811205188254,251.793036,exit_signal,0.33,-0.99,0.33,-0.99,32.23,35.36,False,,1.0,False,1713283200000,1713380400000,"[{'amount': 164.3, 'safe_price': 32.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1713283200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5417.454041999999}, {'amount': 164.3, 'safe_price': 34.54, 'ft_order_side': 'sell', 'order_filled_timestamp': 1713380400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5680.596922}]",0.0,2,full_5y,20210101-20251231,123,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,5160.3848,5160.3848,40.09,2024-04-17T16:00:00+00:00,2024-04-17T19:00:00+00:00,128.72,135.6,0.001,0.001,180,0.05134455351981766,265.2226112,exit_signal,1.29,-0.99,1.29,-0.99,126.87,137.91,False,,1.0,False,1713369600000,1713380400000,"[{'amount': 40.09, 'safe_price': 128.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1713369600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5165.5451848}, {'amount': 40.09, 'safe_price': 135.6, 'ft_order_side': 'sell', 'order_filled_timestamp': 1713380400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5441.640204}]",0.0,2,full_5y,20210101-20251231,124,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5693.9168,5693.9168,173.12,2024-04-19T02:00:00+00:00,2024-04-19T07:00:00+00:00,32.89,35.65,0.001,0.001,300,0.08175041741475308,465.9455552,exit_signal,0.33,-0.99,0.33,-0.99,31.92,36.14,False,,1.0,False,1713492000000,1713510000000,"[{'amount': 173.12, 'safe_price': 32.89, 'ft_order_side': 'buy', 'order_filled_timestamp': 1713492000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5699.610716799999}, {'amount': 173.12, 'safe_price': 35.65, 'ft_order_side': 'sell', 'order_filled_timestamp': 1713510000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 6177.899727999999}]",0.0,4,full_5y,20210101-20251231,125,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3805.9312,3805.9312,25.12,2024-04-24T16:00:00+00:00,2024-04-27T18:00:00+00:00,151.51,141.67,0.001,0.001,4440,-0.06681444751539134,-254.5454816,exit_signal,1.52,-0.99,1.52,-0.99,132.88,153.85,False,,1.0,False,1713974400000,1714240800000,"[{'amount': 25.12, 'safe_price': 151.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1713974400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3809.7371311999996}, {'amount': 25.12, 'safe_price': 141.67, 'ft_order_side': 'sell', 'order_filled_timestamp': 1714240800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3562.3091503999995}]",0.0,5,full_5y,20210101-20251231,126,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,5491.1896,5491.1896,146.12,2024-04-24T15:00:00+00:00,2024-04-28T02:00:00+00:00,37.58,34.82,0.001,0.001,4980,-0.07529458301145368,-413.870288,exit_signal,0.38,-0.99,0.38,-0.99,33.08,37.59,False,,1.0,False,1713970800000,1714269600000,"[{'amount': 146.12, 'safe_price': 37.58, 'ft_order_side': 'buy', 'order_filled_timestamp': 1713970800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 5496.680789599999}, {'amount': 146.12, 'safe_price': 34.82, 'ft_order_side': 'sell', 'order_filled_timestamp': 1714269600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5092.986298399999}]",0.0,6,full_5y,20210101-20251231,127,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
