window_id,root,source_gate_id,provider,instrument,market_context,timeframe,start_date,end_date,row_count,train_rows,calibration_rows,test_rows,rule,gate_calibration_lcb,gate_test_lcb,status
bull-TMO-1d-2018-09-27-2018-10-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2018-09-27,2018-10-02,4,4,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2019-07-01-2019-07-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2019-07-01,2019-07-03,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2019-12-04-2019-12-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2019-12-04,2019-12-06,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2019-12-12-2019-12-16,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2019-12-12,2019-12-16,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2019-12-19-2019-12-23,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2019-12-19,2019-12-23,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2020-01-08-2020-01-17,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2020-01-08,2020-01-17,8,8,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2020-01-22-2020-01-22,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2020-01-22,2020-01-22,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-07-19-2021-07-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-07-19,2021-07-20,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-07-29-2021-07-30,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-07-29,2021-07-30,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-08-04-2021-08-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-08-04,2021-08-05,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-08-09-2021-08-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-08-09,2021-08-09,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-08-12-2021-08-13,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-08-12,2021-08-13,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-08-20-2021-08-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-08-20,2021-08-20,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-08-30-2021-08-30,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-08-30,2021-08-30,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-09-10-2021-09-10,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-09-10,2021-09-10,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2021-10-27-2021-11-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2021-10-27,2021-11-03,6,6,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2024-03-01-2024-03-11,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2024-03-01,2024-03-11,7,7,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1d-2024-09-09-2024-09-10,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1d,2024-09-09,2024-09-10,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2005-12-02-2005-12-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2005-12-02,2005-12-02,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2005-12-16-2005-12-16,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2005-12-16,2005-12-16,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2006-03-17-2006-03-31,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2006-03-17,2006-03-31,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2006-04-21-2006-05-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2006-04-21,2006-05-05,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2006-09-15-2006-09-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2006-09-15,2006-09-15,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2006-10-13-2006-10-13,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2006-10-13,2006-10-13,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2007-06-01-2007-06-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2007-06-01,2007-06-01,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2009-12-04-2009-12-04,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2009-12-04,2009-12-04,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2009-12-18-2009-12-25,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2009-12-18,2009-12-25,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2010-04-09-2010-04-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2010-04-09,2010-04-09,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2011-01-14-2011-01-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2011-01-14,2011-01-14,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2011-01-28-2011-01-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2011-01-28,2011-01-28,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2012-09-14-2012-09-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2012-09-14,2012-09-14,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2012-10-05-2012-10-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2012-10-05,2012-10-05,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2012-12-14-2012-12-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2012-12-14,2012-12-14,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2013-01-04-2013-01-04,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2013-01-04,2013-01-04,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2013-05-17-2013-05-31,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2013-05-17,2013-05-31,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2013-08-02-2013-08-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2013-08-02,2013-08-09,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2013-09-20-2013-09-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2013-09-20,2013-09-20,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2013-11-22-2013-11-22,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2013-11-22,2013-11-22,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2013-12-06-2013-12-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2013-12-06,2013-12-06,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2016-05-13-2016-06-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2016-05-13,2016-06-03,4,0,0,4,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2017-03-03-2017-03-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2017-03-03,2017-03-03,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2017-05-26-2017-06-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2017-05-26,2017-06-02,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2017-07-14-2017-07-21,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2017-07-14,2017-07-21,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2017-09-01-2017-09-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2017-09-01,2017-09-01,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2017-10-06-2017-10-06,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2017-10-06,2017-10-06,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2017-10-20-2017-10-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2017-10-20,2017-10-20,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2018-01-19-2018-01-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2018-01-19,2018-01-26,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2018-08-24-2018-08-31,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2018-08-24,2018-08-31,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2018-09-14-2018-09-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2018-09-14,2018-09-28,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2019-06-28-2019-07-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2019-06-28,2019-07-05,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2019-12-13-2019-12-27,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2019-12-13,2019-12-27,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2020-01-10-2020-01-17,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2020-01-10,2020-01-17,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2021-07-23-2021-07-30,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2021-07-23,2021-07-30,2,1,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2021-08-13-2021-08-13,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2021-08-13,2021-08-13,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2021-10-29-2021-10-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2021-10-29,2021-10-29,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2024-03-08-2024-03-08,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2024-03-08,2024-03-08,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-TMO-1w-2024-09-20-2024-09-20,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,TMO,single_stock,1w,2024-09-20,2024-09-20,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2002-01-14-2002-01-16,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2002-01-14,2002-01-16,3,0,3,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2002-01-24-2002-01-25,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2002-01-24,2002-01-25,2,0,2,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2002-04-02-2002-04-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2002-04-02,2002-04-02,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2002-04-04-2002-04-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2002-04-04,2002-04-05,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2002-04-09-2002-04-11,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2002-04-09,2002-04-11,3,0,0,3,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2003-12-26-2003-12-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2003-12-26,2003-12-26,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2004-02-27-2004-02-27,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2004-02-27,2004-02-27,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2004-03-03-2004-03-05,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2004-03-03,2004-03-05,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2004-08-31-2004-09-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2004-08-31,2004-09-02,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2004-09-07-2004-09-15,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2004-09-07,2004-09-15,7,7,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2004-09-21-2004-09-22,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2004-09-21,2004-09-22,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2004-09-24-2004-09-28,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2004-09-24,2004-09-28,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2005-01-12-2005-01-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2005-01-12,2005-01-14,3,0,3,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2005-03-28-2005-03-29,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2005-03-28,2005-03-29,2,0,0,2,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2005-04-05-2005-04-07,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2005-04-05,2005-04-07,3,0,0,3,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2005-06-17-2005-06-17,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2005-06-17,2005-06-17,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2005-09-07-2005-09-09,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2005-09-07,2005-09-09,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2012-01-11-2012-01-12,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2012-01-11,2012-01-12,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2012-01-17-2012-01-18,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2012-01-17,2012-01-18,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2012-03-02-2012-03-02,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2012-03-02,2012-03-02,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2012-03-19-2012-03-19,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2012-03-19,2012-03-19,1,0,1,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2013-04-01-2013-04-01,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2013-04-01,2013-04-01,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2013-09-04-2013-09-11,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2013-09-04,2013-09-11,6,0,0,6,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2013-09-16-2013-09-16,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2013-09-16,2013-09-16,1,0,0,1,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2014-06-24-2014-06-26,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2014-06-24,2014-06-26,3,3,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2014-07-02-2014-07-03,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2014-07-02,2014-07-03,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2014-07-14-2014-07-14,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2014-07-14,2014-07-14,1,1,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
bull-UNH-1d-2014-07-17-2014-07-18,Bull,bull_sourcebacked_drawdown_volatility_v1,kaggle_stock_regime_feature_table,UNH,single_stock,1d,2014-07-17,2014-07-18,2,2,0,0,close_drawdown60 >= -0.0032047199531 AND volatility <= 0.152179344579,0.952516,0.961931,materialized_from_existing_accepted_95_gate
