provider,symbol,factor,side,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,signal_time,entry_time,exit_time,entry,exit,stop,zone_low,zone_high,exit_reason,gross_return,net_return,walk_forward_fold
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-18 19:00:00+00:00,2026-02-19 01:00:00+00:00,2026-02-19 06:00:00+00:00,66866.62,67116.73193,67116.73193,66619,67057.13,stop,-0.003740460166,-0.004540460166,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->down_momentum->order_block_pullback_v1,2026-02-19 11:00:00+00:00,2026-02-19 15:00:00+00:00,2026-02-19 17:00:00+00:00,66398,66990.72521,66990.72521,66741.77,66958.4,stop,-0.008926853434,-0.009726853434,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-21 09:00:00+00:00,2026-02-21 12:00:00+00:00,2026-02-22 00:00:00+00:00,68203.42,67858.292,67858.292,67884.74,67978.9,stop,-0.005060274104,-0.005860274104,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-02-24 02:00:00+00:00,2026-02-24 17:00:00+00:00,2026-02-24 19:00:00+00:00,64219.71,64721.26686,64721.26686,64500,64656.01,stop,-0.007810014358,-0.008610014358,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-25 16:00:00+00:00,2026-02-26 14:00:00+00:00,2026-02-26 15:00:00+00:00,67697.74,66950.82729,66950.82729,67009.78,67404,stop,-0.01103305242,-0.01183305242,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-02-27 04:00:00+00:00,2026-02-27 06:00:00+00:00,2026-02-27 07:00:00+00:00,67658.14,67488.47636,67488.47636,67546.15,67578.67,stop,-0.002507660466,-0.003307660466,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,order_block_pullback_v1,TrendTransition->NormalVolatility->down_momentum->order_block_pullback_v1,2026-02-27 16:00:00+00:00,2026-02-27 23:00:00+00:00,2026-02-28 06:00:00+00:00,65872.1,64879.70057,66368.29971,65845.18,66311.11,target,0.01506555019,0.01426555019,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-01 02:00:00+00:00,2026-03-01 04:00:00+00:00,2026-03-01 06:00:00+00:00,67346.5,67030.25464,67030.25464,67121.8,67339.36,stop,-0.004695794988,-0.005495794988,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-02 04:00:00+00:00,2026-03-02 05:00:00+00:00,2026-03-02 06:00:00+00:00,66730.78,66530.90293,66530.90293,66609.94,66633.13,stop,-0.002995275515,-0.003795275515,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-02 15:00:00+00:00,2026-03-03 08:00:00+00:00,2026-03-03 16:00:00+00:00,67003.3,68862.28214,66073.80893,66157.28,66975.29,target,0.02774463561,0.02694463561,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-04 09:00:00+00:00,2026-03-04 12:00:00+00:00,2026-03-05 00:00:00+00:00,71339.71,72760,69586.71271,69668,70724.26,horizon,0.01990882778,0.01910882778,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-05 10:00:00+00:00,2026-03-05 13:00:00+00:00,2026-03-05 14:00:00+00:00,72467.79,72303.95121,72303.95121,72370.21,72517.06,stop,-0.002260849761,-0.003060849761,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-06 12:00:00+00:00,2026-03-06 13:00:00+00:00,2026-03-07 01:00:00+00:00,69208,68262.01,70520.05007,70224.84,70467.88,horizon,0.01366879551,0.01286879551,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-07 19:00:00+00:00,2026-03-08 08:00:00+00:00,2026-03-08 09:00:00+00:00,67539.33,67801.68636,67801.68636,67572.35,67768.97,stop,-0.003884497479,-0.004684497479,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->down_momentum->order_block_pullback_v1,2026-03-08 04:00:00+00:00,2026-03-08 16:00:00+00:00,2026-03-08 17:00:00+00:00,66872.15,67116.5815,67116.5815,66850,67083.1,stop,-0.003655206241,-0.004455206241,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-08 12:00:00+00:00,2026-03-09 03:00:00+00:00,2026-03-09 05:00:00+00:00,67205.05,67723.34007,67723.34007,67650.94,67680.99,stop,-0.00771207032,-0.00851207032,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-08 23:00:00+00:00,2026-03-09 00:00:00+00:00,2026-03-09 03:00:00+00:00,66370.01,66770.98293,66770.98293,66569.24,66712.69,stop,-0.006041477598,-0.006841477598,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-09 14:00:00+00:00,2026-03-09 16:00:00+00:00,2026-03-09 17:00:00+00:00,68960.12,68274.10136,68274.10136,68348.26,68696.28,stop,-0.009948048856,-0.01074804886,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-10 08:00:00+00:00,2026-03-10 12:00:00+00:00,2026-03-10 13:00:00+00:00,70519.86,70115.50657,70115.50657,70185.24,70369,stop,-0.005733894375,-0.006533894375,test
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2026-03-10 14:00:00+00:00,2026-03-10 15:00:00+00:00,2026-03-10 21:00:00+00:00,71346.16,69642.28443,69642.28443,69723.25,70926.46,stop,-0.02388181188,-0.02468181188,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-11 14:00:00+00:00,2026-03-11 15:00:00+00:00,2026-03-11 17:00:00+00:00,70227.91,71256.65929,69713.53536,69777.66,69906.77,target,0.01464872421,0.01384872421,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-12 08:00:00+00:00,2026-03-12 09:00:00+00:00,2026-03-12 14:00:00+00:00,69952.51,69521.75493,69521.75493,69561.84,69698.33,stop,-0.00615782152,-0.00695782152,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-13 01:00:00+00:00,2026-03-13 02:00:00+00:00,2026-03-13 08:00:00+00:00,71143.8,72102.14114,70664.62943,70734.25,71283.99,target,0.01347048011,0.01267048011,test
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2026-03-13 12:00:00+00:00,2026-03-13 14:00:00+00:00,2026-03-13 15:00:00+00:00,72382.72,72148.64279,72148.64279,72207.41,72526.12,stop,-0.003233882538,-0.004033882538,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-15 09:00:00+00:00,2026-03-15 11:00:00+00:00,2026-03-15 12:00:00+00:00,71839.42,71629.63079,71629.63079,71658.44,71713.9,stop,-0.002920252061,-0.003720252061,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-15 23:00:00+00:00,2026-03-16 01:00:00+00:00,2026-03-16 03:00:00+00:00,72752.9,73907.77957,72175.46021,72222,72420.44,target,0.01587400051,0.01507400051,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-16 22:00:00+00:00,2026-03-16 23:00:00+00:00,2026-03-17 04:00:00+00:00,74884.67,74187.23,74187.23,74248.95,74378.43,stop,-0.009313521713,-0.01011352171,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-17 18:00:00+00:00,2026-03-17 20:00:00+00:00,2026-03-17 22:00:00+00:00,74506.75,74290.90014,74290.90014,74350,74386.11,stop,-0.002897051034,-0.003697051034,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-19 07:00:00+00:00,2026-03-19 20:00:00+00:00,2026-03-19 22:00:00+00:00,70483.03,70022.62,70713.235,70600.04,70661.56,target,0.006532210661,0.005732210661,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-19 23:00:00+00:00,2026-03-20 00:00:00+00:00,2026-03-20 01:00:00+00:00,70181,70436.75757,70436.75757,70282.47,70371.19,stop,-0.003644256586,-0.004444256586,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,order_block_pullback_v1,TrendTransition->LowVolatility->down_momentum->order_block_pullback_v1,2026-03-21 16:00:00+00:00,2026-03-21 18:00:00+00:00,2026-03-21 23:00:00+00:00,70389.19,69604.56214,70781.50393,70453.09,70760,target,0.0111469937,0.0103469937,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-22 08:00:00+00:00,2026-03-22 15:00:00+00:00,2026-03-22 19:00:00+00:00,68847.96,68337.23714,69103.32143,68990.67,69059.87,target,0.007418126218,0.006618126218,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-22 19:00:00+00:00,2026-03-23 06:00:00+00:00,2026-03-23 10:00:00+00:00,67874.19,68701.78421,68701.78421,68626.07,68665.34,stop,-0.01219306211,-0.01299306211,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-24 07:00:00+00:00,2026-03-24 23:00:00+00:00,2026-03-25 00:00:00+00:00,70556.74,71010.80914,70329.70543,70374.38,70488,target,0.006435517611,0.005635517611,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-25 05:00:00+00:00,2026-03-25 07:00:00+00:00,2026-03-25 08:00:00+00:00,70926.88,71265.32543,70757.65729,70808.37,70940,target,0.004771751254,0.003971751254,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-26 10:00:00+00:00,2026-03-26 13:00:00+00:00,2026-03-26 15:00:00+00:00,69646.59,69246.54271,69846.61364,69719.96,69806.39,target,0.005743960842,0.004943960842,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-27 04:00:00+00:00,2026-03-27 05:00:00+00:00,2026-03-27 07:00:00+00:00,68630.77,68910.21764,68910.21764,68791.4,68862,stop,-0.004071754446,-0.004871754446,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-03-28 02:00:00+00:00,2026-03-28 03:00:00+00:00,2026-03-28 05:00:00+00:00,66240,66336.55457,66336.55457,66251.67,66293.35,stop,-0.001457647516,-0.002257647516,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->LowVolatility->down_momentum->order_block_pullback_v1,2026-03-28 23:00:00+00:00,2026-03-29 01:00:00+00:00,2026-03-29 02:00:00+00:00,66569.22,66819.40593,66819.40593,66588.22,66788.88,stop,-0.00375828241,-0.00455828241,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2026-03-29 22:00:00+00:00,2026-03-30 00:00:00+00:00,2026-03-30 01:00:00+00:00,66280.25,66796.28107,66796.28107,66509.41,66756.51,stop,-0.007785593317,-0.008585593317,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-30 08:00:00+00:00,2026-03-30 11:00:00+00:00,2026-03-30 13:00:00+00:00,67680.45,67528.89257,67528.89257,67585.97,67604.56,stop,-0.002239308819,-0.003039308819,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-03-31 01:00:00+00:00,2026-03-31 13:00:00+00:00,2026-03-31 14:00:00+00:00,67302.29,66741.79557,66741.79557,66797.38,67050,stop,-0.008328014226,-0.009128014226,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-01 04:00:00+00:00,2026-04-01 13:00:00+00:00,2026-04-01 14:00:00+00:00,68116.07,68635.03343,67856.58829,67913.98,68005.33,target,0.007618810489,0.006818810489,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-03 13:00:00+00:00,2026-04-03 18:00:00+00:00,2026-04-03 19:00:00+00:00,66812.03,66857.42579,66857.42579,66735.62,66823.18,stop,-0.0006794552675,-0.001479455267,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-04 22:00:00+00:00,2026-04-04 23:00:00+00:00,2026-04-05 00:00:00+00:00,67300.42,67277.30186,67277.30186,67295.81,67341.19,stop,-0.0003435066654,-0.001143506665,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-06 00:00:00+00:00,2026-04-06 01:00:00+00:00,2026-04-06 09:00:00+00:00,68810.18,69764.33286,68333.10357,68374.75,69034.18,target,0.01386644908,0.01306644908,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-06 10:00:00+00:00,2026-04-06 11:00:00+00:00,2026-04-06 13:00:00+00:00,69614.91,69299.06807,69299.06807,69347.85,69708.13,stop,-0.004536986812,-0.005336986812,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-07 09:00:00+00:00,2026-04-07 17:00:00+00:00,2026-04-07 18:00:00+00:00,68705.81,68664.24443,68664.24443,68703.72,68930.04,stop,-0.0006049789884,-0.001404978988,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-07 23:00:00+00:00,2026-04-08 14:00:00+00:00,2026-04-09 02:00:00+00:00,70912.88,71060.64,70143.16779,70216.68,71194.9,horizon,0.002083683528,0.001283683528,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-08 17:00:00+00:00,2026-04-08 20:00:00+00:00,2026-04-08 21:00:00+00:00,71372.93,71520.87157,71298.95921,71349.05,71490.55,target,0.002072796667,0.001272796667,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-10 11:00:00+00:00,2026-04-10 13:00:00+00:00,2026-04-10 20:00:00+00:00,72321.4,73304.57157,71829.81421,71873,71903.69,target,0.01359447648,0.01279447648,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,LowVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-11 17:00:00+00:00,2026-04-11 23:00:00+00:00,2026-04-12 00:00:00+00:00,73043.16,72874.36,72874.36,72896.03,72942.06,stop,-0.00231096245,-0.00311096245,test
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->order_block_pullback_v1,2026-04-12 12:00:00+00:00,2026-04-12 20:00:00+00:00,2026-04-12 22:00:00+00:00,71335.43,70814.51786,71595.88607,71412.57,71556.12,target,0.007302292043,0.006502292043,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-12 13:00:00+00:00,2026-04-12 17:00:00+00:00,2026-04-12 21:00:00+00:00,71140.51,71450.98321,71450.98321,71146.03,71412.57,stop,-0.00436422531,-0.00516422531,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-12 23:00:00+00:00,2026-04-13 02:00:00+00:00,2026-04-13 05:00:00+00:00,71073.14,70827.56643,71195.92679,70912.73,71163.01,target,0.003455223329,0.002655223329,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-13 08:00:00+00:00,2026-04-13 09:00:00+00:00,2026-04-13 11:00:00+00:00,70792.88,70914.04129,70914.04129,70861.01,70878.82,stop,-0.001711489711,-0.002511489711,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-15 01:00:00+00:00,2026-04-15 02:00:00+00:00,2026-04-15 05:00:00+00:00,74322,74168.11971,74168.11971,74232.83,74500,stop,-0.002070454047,-0.002870454047,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-15 19:00:00+00:00,2026-04-16 10:00:00+00:00,2026-04-16 11:00:00+00:00,74313,74551.27671,74193.86164,74242,74355.46,target,0.003206393421,0.002406393421,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-16 03:00:00+00:00,2026-04-16 04:00:00+00:00,2026-04-16 07:00:00+00:00,74944.15,74765.07579,74765.07579,74815.09,74865.5,stop,-0.002389435523,-0.003189435523,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-16 19:00:00+00:00,2026-04-17 01:00:00+00:00,2026-04-17 08:00:00+00:00,74750,75497.431,74376.2845,74438.31,74717.97,target,0.009999076923,0.009199076923,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-17 13:00:00+00:00,2026-04-18 11:00:00+00:00,2026-04-18 18:00:00+00:00,76039.05,75557.95129,75557.95129,75609.77,76061.57,stop,-0.006326995331,-0.007126995331,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-19 07:00:00+00:00,2026-04-19 16:00:00+00:00,2026-04-19 17:00:00+00:00,75382.86,75057.01614,75545.78193,75400.09,75516.39,target,0.004322519166,0.003522519166,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-19 17:00:00+00:00,2026-04-20 07:00:00+00:00,2026-04-20 12:00:00+00:00,74837.17,75445.01829,75445.01829,75382.87,75401.44,stop,-0.008122277816,-0.008922277816,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-22 00:00:00+00:00,2026-04-22 01:00:00+00:00,2026-04-22 03:00:00+00:00,76297.99,77716.825,75588.5725,75650.04,76220.4,target,0.01859596826,0.01779596826,test
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2026-04-22 13:00:00+00:00,2026-04-22 20:00:00+00:00,2026-04-23 00:00:00+00:00,78436.68,78069.75836,78069.75836,78114.04,78508.18,stop,-0.004677934391,-0.005477934391,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-22 14:00:00+00:00,2026-04-22 21:00:00+00:00,2026-04-22 22:00:00+00:00,78762.69,78461.6325,78461.6325,78508.18,78577.86,stop,-0.003822336439,-0.004622336439,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-23 06:00:00+00:00,2026-04-23 07:00:00+00:00,2026-04-23 08:00:00+00:00,78048.62,77904.34029,77904.34029,77949.09,78034,stop,-0.00184858764,-0.00264858764,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-23 15:00:00+00:00,2026-04-23 22:00:00+00:00,2026-04-24 03:00:00+00:00,78235.3,77857.55243,77857.55243,77904.37,77983.25,stop,-0.004828352054,-0.005628352054,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2026-04-24 12:00:00+00:00,2026-04-24 13:00:00+00:00,2026-04-24 14:00:00+00:00,78093.79,77742.10393,77742.10393,77784,78016.51,stop,-0.004503380761,-0.005303380761,test
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,LowVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->LowVolatility->down_momentum->fair_value_gap_pullback_v1,2026-04-25 06:00:00+00:00,2026-04-25 12:00:00+00:00,2026-04-25 13:00:00+00:00,77557.14,77617.113,77617.113,77582.28,77596.37,stop,-0.0007732750331,-0.001573275033,test
