label_window_id,provider,instrument,timeframe,root,source_type,scope_tier,source_start_date,source_end_date,bar_overlap_count,overlap_first_date,overlap_last_date,overlap_status
sideways-BNB-USD-1d-2026-04-26-2026-05-02,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-04-26,2026-05-02,7,2026-04-26,2026-05-02,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1d-2026-05-04-2026-05-10,yfinance_cache,BNB-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-05-04,2026-05-10,7,2026-05-04,2026-05-10,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1w-2023-12-04-2023-12-18,yfinance_cache,BNB-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-12-04,2023-12-18,3,2023-12-04,2023-12-18,overlap_ready_existing_sideways_gate
sideways-BNB-USD-1w-2025-06-09-2025-07-07,yfinance_cache,BNB-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-06-09,2025-07-07,5,2025-06-09,2025-07-07,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2015-05-23-2015-05-26,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-05-23,2015-05-26,4,2015-05-23,2015-05-26,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2015-05-28-2015-05-30,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-05-28,2015-05-30,3,2015-05-28,2015-05-30,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2015-06-09-2015-06-15,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-06-09,2015-06-15,7,2015-06-09,2015-06-15,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2015-06-20-2015-06-23,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-06-20,2015-06-23,4,2015-06-20,2015-06-23,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-03-11-2016-03-14,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-03-11,2016-03-14,4,2016-03-11,2016-03-14,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-03-18-2016-03-18,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-03-18,2016-03-18,1,2016-03-18,2016-03-18,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-03-20-2016-03-21,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-03-20,2016-03-21,2,2016-03-20,2016-03-21,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-03-24-2016-03-24,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-03-24,2016-03-24,1,2016-03-24,2016-03-24,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-04-14-2016-04-14,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-04-14,2016-04-14,1,2016-04-14,2016-04-14,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-04-16-2016-04-22,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-04-16,2016-04-22,7,2016-04-16,2016-04-22,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-04-27-2016-04-30,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-04-27,2016-04-30,4,2016-04-27,2016-04-30,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-05-02-2016-05-02,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-05-02,2016-05-02,1,2016-05-02,2016-05-02,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-05-19-2016-05-19,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-05-19,2016-05-19,1,2016-05-19,2016-05-19,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-05-21-2016-05-22,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-05-21,2016-05-22,2,2016-05-21,2016-05-22,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-09-29-2016-09-30,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-09-29,2016-09-30,2,2016-09-29,2016-09-30,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-10-03-2016-10-03,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-10-03,2016-10-03,1,2016-10-03,2016-10-03,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2016-10-05-2016-10-10,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-10-05,2016-10-10,6,2016-10-05,2016-10-10,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2018-10-05-2018-10-08,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-10-05,2018-10-08,4,2018-10-05,2018-10-08,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2018-10-10-2018-10-26,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-10-10,2018-10-26,17,2018-10-10,2018-10-26,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2018-11-05-2018-11-13,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-11-05,2018-11-13,9,2018-11-05,2018-11-13,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2019-02-18-2019-02-22,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2019-02-18,2019-02-22,5,2019-02-18,2019-02-22,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-06-28-2020-06-28,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-06-28,2020-06-28,1,2020-06-28,2020-06-28,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-06-30-2020-07-09,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-06-30,2020-07-09,10,2020-06-30,2020-07-09,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-07-11-2020-07-22,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-07-11,2020-07-22,12,2020-07-11,2020-07-22,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-09-25-2020-09-29,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-09-25,2020-09-29,5,2020-09-25,2020-09-29,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-10-01-2020-10-03,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-10-01,2020-10-03,3,2020-10-01,2020-10-03,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-10-10-2020-10-15,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-10-10,2020-10-15,6,2020-10-10,2020-10-15,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2020-10-17-2020-10-20,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2020-10-17,2020-10-20,4,2020-10-17,2020-10-20,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2022-10-25-2022-11-03,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2022-10-25,2022-11-03,10,2022-10-25,2022-11-03,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-01-09-2023-01-10,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-01-09,2023-01-10,2,2023-01-09,2023-01-10,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-05-16-2023-06-04,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-05-16,2023-06-04,20,2023-05-16,2023-06-04,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-06-06-2023-06-07,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-06-06,2023-06-07,2,2023-06-06,2023-06-07,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-06-19-2023-06-20,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-06-19,2023-06-20,2,2023-06-19,2023-06-20,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-08-17-2023-08-18,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-08-17,2023-08-18,2,2023-08-17,2023-08-18,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-10-01-2023-10-08,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-10-01,2023-10-08,8,2023-10-01,2023-10-08,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2023-10-15-2023-10-15,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-10-15,2023-10-15,1,2023-10-15,2023-10-15,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2024-02-02-2024-02-08,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-02-02,2024-02-08,7,2024-02-02,2024-02-08,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2024-04-28-2024-04-30,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-04-28,2024-04-30,3,2024-04-28,2024-04-30,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2024-07-02-2024-07-03,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-07-02,2024-07-03,2,2024-07-02,2024-07-03,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-01-12-2025-01-12,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-01-12,2025-01-12,1,2025-01-12,2025-01-12,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-01-14-2025-01-14,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-01-14,2025-01-14,1,2025-01-14,2025-01-14,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-01-20-2025-01-20,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-01-20,2025-01-20,1,2025-01-20,2025-01-20,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-01-22-2025-01-22,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-01-22,2025-01-22,1,2025-01-22,2025-01-22,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-01-28-2025-01-28,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-01-28,2025-01-28,1,2025-01-28,2025-01-28,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-02-01-2025-02-12,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-02-01,2025-02-12,12,2025-02-01,2025-02-12,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-02-16-2025-02-25,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-02-16,2025-02-25,10,2025-02-16,2025-02-25,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-07-07-2025-07-08,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-07-07,2025-07-08,2,2025-07-07,2025-07-08,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-07-21-2025-07-21,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-07-21,2025-07-21,1,2025-07-21,2025-07-21,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-08-08-2025-08-09,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-08-08,2025-08-09,2,2025-08-08,2025-08-09,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-08-24-2025-09-24,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-08-24,2025-09-24,32,2025-08-24,2025-09-24,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-09-28-2025-10-02,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-09-28,2025-10-02,5,2025-09-28,2025-10-02,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-10-07-2025-10-10,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-10-07,2025-10-10,4,2025-10-07,2025-10-10,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-10-13-2025-10-15,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-10-13,2025-10-15,3,2025-10-13,2025-10-15,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-10-18-2025-10-20,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-10-18,2025-10-20,3,2025-10-18,2025-10-20,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2025-10-23-2025-11-03,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-10-23,2025-11-03,12,2025-10-23,2025-11-03,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2026-01-13-2026-01-18,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-01-13,2026-01-18,6,2026-01-13,2026-01-18,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2026-01-20-2026-01-28,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-01-20,2026-01-28,9,2026-01-20,2026-01-28,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2026-01-30-2026-01-30,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-01-30,2026-01-30,1,2026-01-30,2026-01-30,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2026-04-05-2026-04-05,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-04-05,2026-04-05,1,2026-04-05,2026-04-05,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2026-04-07-2026-04-10,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-04-07,2026-04-10,4,2026-04-07,2026-04-10,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1d-2026-04-12-2026-04-12,yfinance_cache,BTC-USD,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2026-04-12,2026-04-12,1,2026-04-12,2026-04-12,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2015-09-10-2015-10-01,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-09-10,2015-10-01,4,2015-09-10,2015-10-01,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2023-09-07-2023-10-12,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-09-07,2023-10-12,6,2023-09-07,2023-10-12,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2024-08-22-2024-08-22,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-08-22,2024-08-22,1,2024-08-22,2024-08-22,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2024-09-12-2024-09-26,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-09-12,2024-09-26,3,2024-09-12,2024-09-26,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2024-10-10-2024-10-17,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-10-10,2024-10-17,2,2024-10-10,2024-10-17,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2025-05-29-2025-06-19,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-05-29,2025-06-19,4,2025-05-29,2025-06-19,overlap_ready_existing_sideways_gate
sideways-BTC-USD-1w-2025-10-30-2025-11-06,yfinance_cache,BTC-USD,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-10-30,2025-11-06,2,2025-10-30,2025-11-06,overlap_ready_existing_sideways_gate
sideways-EEM-1d-2016-10-28-2016-11-02,yfinance_cache,EEM,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-10-28,2016-11-02,4,2016-10-28,2016-11-02,overlap_ready_existing_sideways_gate
sideways-EEM-1d-2016-11-07-2016-11-08,yfinance_cache,EEM,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-11-07,2016-11-08,2,2016-11-07,2016-11-08,overlap_ready_existing_sideways_gate
sideways-EEM-1d-2021-05-25-2021-05-27,yfinance_cache,EEM,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2021-05-25,2021-05-27,3,2021-05-25,2021-05-27,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2017-01-12-2017-01-12,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-01-12,2017-01-12,1,2017-01-12,2017-01-12,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2017-02-02-2017-02-02,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-02-02,2017-02-02,1,2017-02-02,2017-02-02,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2019-07-25-2019-07-25,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2019-07-25,2019-07-25,1,2019-07-25,2019-07-25,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2021-08-26-2021-09-16,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2021-08-26,2021-09-16,4,2021-08-26,2021-09-16,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2022-02-03-2022-02-10,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2022-02-03,2022-02-10,2,2022-02-03,2022-02-10,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2023-09-14-2023-09-21,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2023-09-14,2023-09-21,2,2023-09-14,2023-09-21,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2024-01-25-2024-02-01,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2024-01-25,2024-02-01,2,2024-01-25,2024-02-01,overlap_ready_existing_sideways_gate
sideways-EEM-1w-2025-04-17-2025-05-01,yfinance_cache,EEM,1w,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2025-04-17,2025-05-01,3,2025-04-17,2025-05-01,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2015-06-12-2015-06-12,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-06-12,2015-06-12,1,2015-06-12,2015-06-12,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2015-06-16-2015-06-19,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-06-16,2015-06-19,4,2015-06-16,2015-06-19,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2015-06-29-2015-07-02,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2015-06-29,2015-07-02,4,2015-06-29,2015-07-02,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2016-10-11-2016-11-02,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-10-11,2016-11-02,17,2016-10-11,2016-11-02,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2016-12-07-2016-12-12,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-12-07,2016-12-12,4,2016-12-07,2016-12-12,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2016-12-14-2016-12-15,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-12-14,2016-12-15,2,2016-12-14,2016-12-15,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2016-12-20-2016-12-21,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-12-20,2016-12-21,2,2016-12-20,2016-12-21,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2016-12-23-2017-01-05,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2016-12-23,2017-01-05,8,2016-12-23,2017-01-05,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2017-08-10-2017-08-10,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-08-10,2017-08-10,1,2017-08-10,2017-08-10,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2017-08-17-2017-08-21,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-08-17,2017-08-21,3,2017-08-17,2017-08-21,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2017-08-25-2017-08-31,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-08-25,2017-08-31,5,2017-08-25,2017-08-31,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2017-09-05-2017-09-05,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-09-05,2017-09-05,1,2017-09-05,2017-09-05,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2017-12-06-2017-12-06,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2017-12-06,2017-12-06,1,2017-12-06,2017-12-06,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-05-02-2018-05-04,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-05-02,2018-05-04,3,2018-05-02,2018-05-04,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-05-11-2018-06-22,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-05-11,2018-06-22,30,2018-05-11,2018-06-22,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-06-26-2018-06-26,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-06-26,2018-06-26,1,2018-06-26,2018-06-26,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-07-09-2018-07-10,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-07-09,2018-07-10,2,2018-07-09,2018-07-10,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-07-20-2018-07-20,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-07-20,2018-07-20,1,2018-07-20,2018-07-20,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-07-24-2018-08-01,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-07-24,2018-08-01,7,2018-07-24,2018-08-01,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-08-22-2018-08-22,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-08-22,2018-08-22,1,2018-08-22,2018-08-22,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-08-24-2018-08-29,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-08-24,2018-08-29,4,2018-08-24,2018-08-29,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-09-13-2018-09-19,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-09-13,2018-09-19,5,2018-09-13,2018-09-19,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2018-09-28-2018-10-05,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2018-09-28,2018-10-05,6,2018-09-28,2018-10-05,overlap_ready_existing_sideways_gate
sideways-EFA-1d-2019-05-13-2019-06-17,yfinance_cache,EFA,1d,Sideways,sideways_scoped_dated_window,scoped_existing_yahoo_gate_1d_1w,2019-05-13,2019-06-17,25,2019-05-13,2019-06-17,overlap_ready_existing_sideways_gate
