panel_row_id,source_lane,root,provider,instrument,market_context,timeframe,start_date,end_date,source_id,source_family,evidence_type,materialization_status,row_count,train_rows,calibration_rows,test_rows,rule_or_window,crosswalk_layer,crosswalk_decision,confidence_gate_reference,notes
sideways-GLD-1d-2019-06-04-2019-06-04,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-06-04,2019-06-04,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-06-11-2019-06-11,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-06-11,2019-06-11,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-06-14-2019-06-14,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-06-14,2019-06-14,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-10-29-2019-11-06,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-10-29,2019-11-06,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-12-03-2019-12-05,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-12-03,2019-12-05,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-12-09-2019-12-09,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-12-09,2019-12-09,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-12-11-2019-12-13,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-12-11,2019-12-13,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2019-12-19-2019-12-31,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2019-12-19,2019-12-31,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,8,8,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2021-09-13-2021-09-13,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2021-09-13,2021-09-13,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2021-09-15-2021-09-27,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2021-09-15,2021-09-27,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,9,9,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2021-10-13-2021-10-14,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2021-10-13,2021-10-14,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2021-10-19-2021-11-01,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2021-10-19,2021-11-01,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,10,10,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2021-12-29-2021-12-29,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2021-12-29,2021-12-29,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2022-01-06-2022-01-10,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2022-01-06,2022-01-10,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,3,0,3,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2022-01-14-2022-01-18,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2022-01-14,2022-01-18,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2022-01-20-2022-01-20,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2022-01-20,2022-01-20,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2022-01-26-2022-02-09,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2022-01-26,2022-02-09,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,11,0,11,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2022-02-11-2022-02-16,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2022-02-11,2022-02-16,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,4,0,4,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2023-06-12-2023-06-16,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2023-06-12,2023-06-16,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,5,0,5,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2023-08-23-2023-08-23,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2023-08-23,2023-08-23,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2023-08-29-2023-09-01,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2023-08-29,2023-09-01,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,4,0,4,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2023-09-08-2023-09-11,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2023-09-08,2023-09-11,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2023-09-14-2023-09-26,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2023-09-14,2023-09-26,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,9,0,9,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2024-02-13-2024-02-29,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2024-02-13,2024-02-29,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,12,0,2,10,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2024-06-27-2024-07-15,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2024-06-27,2024-07-15,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,12,0,0,12,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2025-08-15-2025-08-21,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2025-08-15,2025-08-21,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,5,0,0,5,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2025-08-25-2025-08-25,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2025-08-25,2025-08-25,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1d-2025-08-27-2025-08-28,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1d,2025-08-27,2025-08-28,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2017-07-06-2017-07-13,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2017-07-06,2017-07-13,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2017-08-03-2017-08-17,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2017-08-03,2017-08-17,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2017-09-14-2017-10-26,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2017-09-14,2017-10-26,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2017-11-09-2017-12-21,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2017-11-09,2017-12-21,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2018-02-01-2018-02-01,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2018-02-01,2018-02-01,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2018-02-15-2018-03-22,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2018-02-15,2018-03-22,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2018-04-19-2018-06-21,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2018-04-19,2018-06-21,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,10,10,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2018-12-13-2019-01-03,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2018-12-13,2019-01-03,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2019-01-17-2019-01-17,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2019-01-17,2019-01-17,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2019-04-11-2019-04-18,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2019-04-11,2019-04-18,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2019-05-16-2019-05-16,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2019-05-16,2019-05-16,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2020-01-30-2020-02-06,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2020-01-30,2020-02-06,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2021-02-04-2021-02-04,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2021-02-04,2021-02-04,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2021-09-23-2021-11-11,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2021-09-23,2021-11-11,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,8,8,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2021-12-09-2022-01-27,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2021-12-09,2022-01-27,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,8,4,4,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2022-06-09-2022-06-23,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2022-06-09,2022-06-23,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,3,0,3,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2022-12-22-2022-12-22,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2022-12-22,2022-12-22,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
sideways-GLD-1w-2023-09-07-2023-09-14,sideways_scoped_dated_windows_from_accepted_gate,Sideways,yfinance,GLD,equity_etf,1w,2023-09-07,2023-09-14,sideways_sourcebacked_abs_return_range_v1,accepted_scoped_sideways_observed_rule,dated_rule_materialized_window,materialized_scoped_dated_window,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,sideways_adjudication_protocol_v1,scoped_existing_accepted_gate,calibration/test Wilson95 0.988647/0.995568 from 20260511T041923,Scoped to existing Yahoo 1d/1w crypto/equity ETF panel; not full matrix.
