event_id,instrument_or_asset,venue_or_chain,event_start,event_end,is_manipulation_positive,manipulation_type,negative_control_type,source_id,source_url_or_private_ref
EtherDelta:0x48332867933b2d06e1fe38923f8501dcf3b2d3c6e21d012b562a510a5417a5e9,0xac709fcb44a43c35f0da4e3163b117a17f3770f5/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-09T23:56:45Z,2017-02-09T23:56:46Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf8eb64f5c772182f8b3b571abd428033dea27a42b6d0ba6bc897cfabaafb45bb,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T11:40:18Z,2017-02-26T11:40:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x15781d9eec2900e58e6ba63fe0054a78f12459b8df5b67a5d8c106894fc81077,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:01:49Z,2017-02-26T12:01:50Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x79cd13fb041bf53d7de74c8047661680787b9ca7b119815bec15ddd0d12034f1,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:01:49Z,2017-02-26T12:01:50Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x2ac00cbd91fefe5925180b552e54d557affd36513478c07a475e051ad03e5d50,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:11:51Z,2017-02-26T12:11:52Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x726b97f67045d3924499d212d2f9502557aa8a8a17601589ce328eadab67e83c,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:13:05Z,2017-02-26T12:13:06Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x32e31c492259ef034c28bdfb3fd39b543092260a69bc3445617401a6a415090a,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:13:18Z,2017-02-26T12:13:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x8bdcaf84f145fa8f68417b9a6d7fd3480b2810e407d8b27134b6f2c7310955e7,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:13:18Z,2017-02-26T12:13:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf35259d4004b5bdc7b249b5aa3fe45833de3fe8984cac450554757e183f86d65,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:16:42Z,2017-02-26T12:16:43Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xe61190f36fd7e162c90bfebb3ca49a84cc13a24a5ad62d1ecc58e42ad5489c77,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T12:17:31Z,2017-02-26T12:17:32Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xba1122f3a26b206d9e359c4c4d63bd9860b5030f5df910329995569f11ccbdd5,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:22:12Z,2017-02-26T12:22:13Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xb0ec82e1d363882256f8afe960c13a0f0ef4074aa4d1aa9fbbe62da62d10e286,0x0000000000000000000000000000000000000000/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T12:27:35Z,2017-02-26T12:27:36Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xfb619ecf81b03f2bd1cd8fefdc4db75f34d30351d28678d3acee9a708f6f4e55,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:29:48Z,2017-02-26T12:29:49Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x49f71434fb805baba942f49e1e79bfbdba2a281746344ff7da3b66df8922f6bb,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:33:02Z,2017-02-26T12:33:03Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x06741311979659e46b160280a8487bf063e8c7f37a02a694ed84d1d3ec590ba5,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T12:48:56Z,2017-02-26T12:48:57Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xcb1af97b09902e2aba2c543b68c49119cbb40872e42ba93817fbfbaa711738ad,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T12:58:08Z,2017-02-26T12:58:09Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x83818010794ee14eed488eff916d0307f61a955f646a71534ca27a2d79320fb5,0xf77089f2f00fca83501705b711cbb10a0de77628/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T13:06:27Z,2017-02-26T13:06:28Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x0d1ceeb3b24ef6842649f07a4aea120e77901c9e4bbb5c723167a8909f34eb94,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T13:53:18Z,2017-02-26T13:53:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xb90390bacb2da5fb28badbfb232fcf3a02345745ecf02d2e59c552f96094f16d,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T13:59:10Z,2017-02-26T13:59:11Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x9c32ddc12767e1b2311eb810d48e7dce8737b39200759d5f548a134681b98437,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:04:42Z,2017-02-26T14:04:43Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xa0464dfe4a6ec77c317d384bc2415b8965e1ece9b19242a85e689c8537b8a982,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:11:31Z,2017-02-26T14:11:32Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf4418cf7bbd0c82fd54f7c6c4b5fff0d6c5491da48acae5bfa5e89a4011ee470,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:13:46Z,2017-02-26T14:13:47Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x36c2045fe0696976c7039954eb9da25c1d1d5e1b77bfe52a5770fd2f54130d0e,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:22:43Z,2017-02-26T14:22:44Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xd563a0a69732c10ee1941c86de0bea9a5e9440305930821d88bc2ae344fea424,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:23:21Z,2017-02-26T14:23:22Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x64112f4d4b7da18a354c16a17dfe13465aaaa8b199382659c723d0bc926f4bee,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:25:09Z,2017-02-26T14:25:10Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xff7d1aae6e4b46478263f50de8f353e34d0296b380dcd557023250b7937f43f2,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:27:06Z,2017-02-26T14:27:07Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x80719f72567652baa1aa6fc3f7dad3929df6431f472c96a900e5d8a79a186c77,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:28:57Z,2017-02-26T14:28:58Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x51336e4cdb59f8d94bb842f2089d2a35886532ae62b06324625e4a68d261295d,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:35:43Z,2017-02-26T14:35:44Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x0a2931180b1ebe619fb1de55043e70c4ab4b5306da45d566ffd17f97385a749e,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:37:41Z,2017-02-26T14:37:42Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xb9a816a710655e1bb25813a69c053700925967071d6f11596bf72e0306ae88d9,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:42:02Z,2017-02-26T14:42:03Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xd986fd60f2e0c8729b38cd9e4b234f299c85c5fb5f88827dc69b02d2c5cebadf,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:43:29Z,2017-02-26T14:43:30Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xdd20ab0c6eee0fbe112b65a2c1ac9ede3e5d862a9c4f82a5df35197b4b429254,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T14:52:30Z,2017-02-26T14:52:31Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x6be828b1fbd91d3216ad9949b3c442facd5461201d4e0d774b1966d64c380340,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:56:02Z,2017-02-26T14:56:03Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x73cdc1013b6bd9e39015d9094a60911b09853ddea4446e25804d01f2ee09c970,0x0000000000000000000000000000000000000000/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T14:58:27Z,2017-02-26T14:58:28Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x93f019aa7752eb049f213aadcb86c577be11869260b3a4e719b82457fbd1148a,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T14:58:35Z,2017-02-26T14:58:36Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x066326e55852f6623d03a2c0eae6d181c0e6508eae4cc35e4a4c579fd559efc8,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T15:01:25Z,2017-02-26T15:01:26Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x3211ed0befcd28820a850b472eccc6d16e44ec1bb9201fef3c07f11cb836ce0b,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T15:17:29Z,2017-02-26T15:17:30Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xedcc8652c70601c963c9cb63547f273b837a09fe9601f27c09db54e8f69a7c53,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T15:21:51Z,2017-02-26T15:21:52Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf87ade22cfe2948797794fa13cde41ce3fe3f10940d3be45bbe87886ff544b81,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T15:22:34Z,2017-02-26T15:22:35Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x777e03c47528caa05c7a6e8e4794d0399b170408512c4ac777ef0c28b2a943ae,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T15:34:52Z,2017-02-26T15:34:53Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x878f04c4f4af779efb9af4fa6dd226e38518a274a65ff62fb06fddf484b6d744,0xd8912c10681d8b21fd3742244f44658dba12264e/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T17:23:18Z,2017-02-26T17:23:19Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf67d1b9c583aa8edc4878bea6e9c8c7c5a068040db73cdef80c1b1580a887554,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T18:16:45Z,2017-02-26T18:16:46Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xe16900d1ef30b2ce9f65de04cfa822d9572fb97475abd6654e73f079ac9ed67d,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T18:24:48Z,2017-02-26T18:24:49Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf45b00a8ccafb2b90f4054b5027c09ae911236d8e5d88198ed18475638c27117,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T18:24:48Z,2017-02-26T18:24:49Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x2d768fc6cb7d99ced564a0dad226c80724587297b080dcf40e98f8b366cf3330,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T18:29:05Z,2017-02-26T18:29:06Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x7bce5a500930e0e5410a247d29326d6c55ddfaaff1d611fa02bb6783df3794dd,0x0000000000000000000000000000000000000000/0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,EtherDelta/Ethereum,2017-02-26T18:45:49Z,2017-02-26T18:45:50Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x98a8199a162fd6ba8d983df67f3985ac60bd4d68540c76f01ff6858528c83dab,0x949bed886c739f1a3273629b3320db0c5024c719/0x0000000000000000000000000000000000000000,EtherDelta/Ethereum,2017-02-26T19:01:01Z,2017-02-26T19:01:02Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x61f0b62cd4fc5f33ab9339cd16d1485c22660d9f7141331080e99dd784eb6667,0x0000000000000000000000000000000000000000/0xac709fcb44a43c35f0da4e3163b117a17f3770f5,EtherDelta/Ethereum,2017-02-26T20:05:52Z,2017-02-26T20:05:53Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xf0e6fcdaadbed0bd6d23a82e79a420103bbd4886d7638fea064670c25414bd17,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T20:16:28Z,2017-02-26T20:16:29Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x48b8617bc9e7da8baaa27d185e06253c61791b9e5e37a4845a199d3cebf05d18,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T20:17:43Z,2017-02-26T20:17:44Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0xc9badafd868c53c153f12bea0a897cb19f497c0a78bfe395d1fc92aeb5201491,0xf77089f2f00fca83501705b711cbb10a0de77628/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T20:19:00Z,2017-02-26T20:19:01Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x8b51d23e39c7a89179e8bc68518a9db327b4cf6905328a1fdd6a74368e78bf23,0xf77089f2f00fca83501705b711cbb10a0de77628/0x949bed886c739f1a3273629b3320db0c5024c719,EtherDelta/Ethereum,2017-02-26T20:20:30Z,2017-02-26T20:20:31Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
EtherDelta:0x8b2bbaeb0eaf63a0198ec14d9f116df498ac6a37faad24bfe76a089258854655,0x949bed886c739f1a3273629b3320db0c5024c719/0xf77089f2f00fca83501705b711cbb10a0de77628,EtherDelta/Ethereum,2017-02-26T20:25:00Z,2017-02-26T20:25:01Z,false,none_negative_control,same_venue_non_self_trade_control,zenodo:4540223;github:friedhelmvictor/lob-dex-wash-trading-paper,https://zenodo.org/records/4540223; https://github.com/friedhelmvictor/lob-dex-wash-trading-paper; venue=EtherDelta; rule=get == give
