label,rule_id,rule,rule_kind,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,accepted_three_atom_confidence_95,blockers,min_split_support,min_split_wilson95_lcb
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND volatility >= 0.411418579 AND returns >= 0.02215358133,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND volatility >= 0.3683214542 AND returns >= 0.02215358133,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3329411653__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND volatility >= 0.3329411653 AND returns >= 0.02215358133,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3026019394__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND volatility >= 0.3026019394 AND returns >= 0.02215358133,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.2772657977__and__returns_ge_0.02215358133,volatility >= 0.5480683811 AND volatility >= 0.2772657977 AND returns >= 0.02215358133,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.5480683811__and__returns_ge_0.02215358133__and__volatility_ge_0.2557353045,volatility >= 0.5480683811 AND returns >= 0.02215358133 AND volatility >= 0.2557353045,3_atom_conjunction,4334,2287,0.527688048,0.5128070819,162,83,0.512345679,0.4359846719,1159,559,0.4823123382,0.4536506113,371,178,0.4797843666,0.4294157514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,162,0.4294157514
Crisis,volatility_ge_0.411418579__and__returns_ge_0.02215358133,volatility >= 0.411418579 AND returns >= 0.02215358133,2_atom_conjunction,7447,3867,0.5192695045,0.5079148742,310,150,0.4838709677,0.4287792752,2039,925,0.4536537518,0.4321520026,804,374,0.4651741294,0.430944043,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,310,0.4287792752
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.3683214542__and__returns_ge_0.02215358133,volatility >= 0.411418579 AND volatility >= 0.3683214542 AND returns >= 0.02215358133,3_atom_conjunction,7447,3867,0.5192695045,0.5079148742,310,150,0.4838709677,0.4287792752,2039,925,0.4536537518,0.4321520026,804,374,0.4651741294,0.430944043,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,310,0.4287792752
Crisis,volatility_ge_0.411418579__and__volatility_ge_0.3329411653__and__returns_ge_0.02215358133,volatility >= 0.411418579 AND volatility >= 0.3329411653 AND returns >= 0.02215358133,3_atom_conjunction,7447,3867,0.5192695045,0.5079148742,310,150,0.4838709677,0.4287792752,2039,925,0.4536537518,0.4321520026,804,374,0.4651741294,0.430944043,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,310,0.4287792752
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525,regime_confidence >= 0.75 AND volatility <= 0.2067864525,2_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.667__and__volatility_le_0.2067864525,regime_confidence >= 0.75 AND regime_confidence >= 0.667 AND volatility <= 0.2067864525,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.6__and__volatility_le_0.2067864525,regime_confidence >= 0.75 AND regime_confidence >= 0.6 AND volatility <= 0.2067864525,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525__and__volatility_le_0.2209908165,regime_confidence >= 0.75 AND volatility <= 0.2067864525 AND volatility <= 0.2209908165,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND volatility <= 0.2067864525 AND volatility <= 0.2370440598,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND volatility <= 0.2067864525 AND volatility <= 0.2557353045,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525__and__regime_confidence_ge_0.5,regime_confidence >= 0.75 AND volatility <= 0.2067864525 AND regime_confidence >= 0.5,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525__and__volatility_le_0.2772657977,regime_confidence >= 0.75 AND volatility <= 0.2067864525 AND volatility <= 0.2772657977,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2067864525__and__volatility_le_0.3026019394,regime_confidence >= 0.75 AND volatility <= 0.2067864525 AND volatility <= 0.3026019394,3_atom_conjunction,17846,7618,0.4268743696,0.4196339464,5949,2842,0.4777273491,0.4650527948,5489,2158,0.3931499362,0.3803072173,3421,1307,0.3820520316,0.3659108855,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3421,0.3659108855
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165,regime_confidence >= 0.75 AND volatility <= 0.2209908165,2_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.667__and__volatility_le_0.2209908165,regime_confidence >= 0.75 AND regime_confidence >= 0.667 AND volatility <= 0.2209908165,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.6__and__volatility_le_0.2209908165,regime_confidence >= 0.75 AND regime_confidence >= 0.6 AND volatility <= 0.2209908165,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND volatility <= 0.2209908165 AND volatility <= 0.2370440598,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND volatility <= 0.2209908165 AND volatility <= 0.2557353045,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165__and__regime_confidence_ge_0.5,regime_confidence >= 0.75 AND volatility <= 0.2209908165 AND regime_confidence >= 0.5,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165__and__volatility_le_0.2772657977,regime_confidence >= 0.75 AND volatility <= 0.2209908165 AND volatility <= 0.2772657977,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2209908165__and__volatility_le_0.3026019394,regime_confidence >= 0.75 AND volatility <= 0.2209908165 AND volatility <= 0.3026019394,3_atom_conjunction,19760,8430,0.4266194332,0.4197383647,6289,3067,0.4876768962,0.475334536,6303,2474,0.3925115025,0.3805253992,3910,1484,0.3795396419,0.3644543177,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3910,0.3644543177
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601,regime_confidence >= 0.75 AND volatility <= 0.1934948601,2_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.667__and__volatility_le_0.1934948601,regime_confidence >= 0.75 AND regime_confidence >= 0.667 AND volatility <= 0.1934948601,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.6__and__volatility_le_0.1934948601,regime_confidence >= 0.75 AND regime_confidence >= 0.6 AND volatility <= 0.1934948601,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__volatility_le_0.2067864525,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND volatility <= 0.2067864525,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__volatility_le_0.2209908165,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND volatility <= 0.2209908165,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND volatility <= 0.2370440598,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND volatility <= 0.2557353045,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__regime_confidence_ge_0.5,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND regime_confidence >= 0.5,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__volatility_le_0.2772657977,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND volatility <= 0.2772657977,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.1934948601__and__volatility_le_0.3026019394,regime_confidence >= 0.75 AND volatility <= 0.1934948601 AND volatility <= 0.3026019394,3_atom_conjunction,15833,6791,0.4289142929,0.4212233744,5574,2613,0.4687836383,0.4557091711,4785,1846,0.3857889237,0.3720933379,2931,1094,0.37325145,0.3559179713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2931,0.3559179713
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND volatility <= 0.2370440598,2_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.667__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND regime_confidence >= 0.667 AND volatility <= 0.2370440598,3_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.6__and__volatility_le_0.2370440598,regime_confidence >= 0.75 AND regime_confidence >= 0.6 AND volatility <= 0.2370440598,3_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2370440598__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND volatility <= 0.2370440598 AND volatility <= 0.2557353045,3_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2370440598__and__regime_confidence_ge_0.5,regime_confidence >= 0.75 AND volatility <= 0.2370440598 AND regime_confidence >= 0.5,3_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2370440598__and__volatility_le_0.2772657977,regime_confidence >= 0.75 AND volatility <= 0.2370440598 AND volatility <= 0.2772657977,3_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2370440598__and__volatility_le_0.3026019394,regime_confidence >= 0.75 AND volatility <= 0.2370440598 AND volatility <= 0.3026019394,3_atom_conjunction,21587,9156,0.4241441608,0.4175654955,6574,3258,0.4955886827,0.4835086839,7058,2810,0.3981297818,0.3867680393,4431,1639,0.3698939291,0.3557974758,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4431,0.3557974758
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND volatility <= 0.2557353045,2_atom_conjunction,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.667__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND regime_confidence >= 0.667 AND volatility <= 0.2557353045,3_atom_conjunction,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269
Sideways,regime_confidence_ge_0.75__and__regime_confidence_ge_0.6__and__volatility_le_0.2557353045,regime_confidence >= 0.75 AND regime_confidence >= 0.6 AND volatility <= 0.2557353045,3_atom_conjunction,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2557353045__and__regime_confidence_ge_0.5,regime_confidence >= 0.75 AND volatility <= 0.2557353045 AND regime_confidence >= 0.5,3_atom_conjunction,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2557353045__and__volatility_le_0.2772657977,regime_confidence >= 0.75 AND volatility <= 0.2557353045 AND volatility <= 0.2772657977,3_atom_conjunction,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269
Sideways,regime_confidence_ge_0.75__and__volatility_le_0.2557353045__and__volatility_le_0.3026019394,regime_confidence >= 0.75 AND volatility <= 0.2557353045 AND volatility <= 0.3026019394,3_atom_conjunction,23030,9789,0.425054277,0.4186826515,6730,3359,0.4991084695,0.4871667335,7831,3143,0.4013535947,0.3905480553,4911,1803,0.3671350031,0.3537624269,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4911,0.3537624269
